LON [°E],LAT [°N],TIEFE [KM],MAGNITUDE
7.934999999999999609e+00,4.641599999999999682e+01,7.000000000000000000e+00,1.039768900000000107e+00
1.021899999999999942e+01,4.677700000000000102e+01,1.400000000000000000e+01,7.960907099999999792e-01
7.833000000000000185e+00,4.646399999999999864e+01,1.000000000000000000e+00,8.333542000000000449e-01
7.357999999999999652e+00,4.632500000000000284e+01,4.000000000000000000e+00,1.277239500000000083e+00
7.315999999999999837e+00,4.632399999999999807e+01,4.000000000000000000e+00,9.376380600000000509e-01
7.562999999999999723e+00,4.665299999999999869e+01,8.000000000000000000e+00,2.997097400000000023e-01
7.578000000000000291e+00,4.753600000000000136e+01,1.300000000000000000e+01,2.049827099999999902e+00
7.573000000000000398e+00,4.752100000000000080e+01,9.000000000000000000e+00,5.264773000000000369e-01
7.134999999999999787e+00,4.585799999999999699e+01,2.000000000000000000e+00,6.169548799999999833e-01
1.012299999999999933e+01,4.688499999999999801e+01,7.000000000000000000e+00,1.569682599999999928e+00
1.055300000000000082e+01,4.642199999999999704e+01,1.200000000000000000e+01,2.287084999999999813e+00
7.576999999999999957e+00,4.665500000000000114e+01,8.000000000000000000e+00,5.348806400000000183e-01
7.573999999999999844e+00,4.664999999999999858e+01,7.000000000000000000e+00,7.876569199999999826e-01
1.012899999999999956e+01,4.688799999999999812e+01,7.000000000000000000e+00,1.488348900000000086e+00
7.631999999999999673e+00,4.618500000000000227e+01,8.000000000000000000e+00,2.030910299999999946e+00
6.947000000000000064e+00,4.671300000000000097e+01,0.000000000000000000e+00,1.327419700000000091e+00
7.623000000000000220e+00,4.598899999999999721e+01,2.000000000000000000e+00,8.241357900000000347e-01
7.572000000000000064e+00,4.664999999999999858e+01,7.000000000000000000e+00,1.400265899999999952e+00
7.562999999999999723e+00,4.666100000000000136e+01,8.000000000000000000e+00,1.017765499999999934e-01
7.559000000000000163e+00,4.665800000000000125e+01,7.000000000000000000e+00,3.875702400000000103e-01
7.326999999999999957e+00,4.632000000000000028e+01,5.000000000000000000e+00,2.146089400000000147e+00
7.333999999999999631e+00,4.631099999999999994e+01,1.000000000000000000e+00,6.050904900000000364e-01
1.030400000000000027e+01,4.641400000000000148e+01,4.000000000000000000e+00,1.509417100000000067e+00
7.440000000000000391e+00,4.621900000000000119e+01,5.000000000000000000e+00,1.457493200000000044e+00
7.161999999999999922e+00,4.586599999999999966e+01,2.000000000000000000e+00,1.234283299999999972e+00
7.562999999999999723e+00,4.665400000000000347e+01,8.000000000000000000e+00,2.650223400000000229e-01
7.562999999999999723e+00,4.665599999999999881e+01,7.000000000000000000e+00,4.746255200000000229e-01
7.559000000000000163e+00,4.665800000000000125e+01,7.000000000000000000e+00,2.100675899999999985e-01
7.573000000000000398e+00,4.664900000000000091e+01,8.000000000000000000e+00,4.395356899999999789e-01
7.559000000000000163e+00,4.665800000000000125e+01,8.000000000000000000e+00,1.465280300000000036e-01
7.562999999999999723e+00,4.665899999999999892e+01,8.000000000000000000e+00,2.026300199999999940e-01
7.565999999999999837e+00,4.665100000000000335e+01,7.000000000000000000e+00,1.738500099999999993e-01
1.084699999999999953e+01,4.636099999999999710e+01,9.000000000000000000e+00,1.712566899999999892e+00
7.578999999999999737e+00,4.665500000000000114e+01,8.000000000000000000e+00,1.081761699999999937e+00
7.559000000000000163e+00,4.665899999999999892e+01,7.000000000000000000e+00,1.559335299999999869e-01
7.583000000000000185e+00,4.665400000000000347e+01,8.000000000000000000e+00,8.438359199999999616e-01
7.562000000000000277e+00,4.665200000000000102e+01,8.000000000000000000e+00,2.187189900000000020e-01
7.559000000000000163e+00,4.665599999999999881e+01,7.000000000000000000e+00,1.184381800000000040e-01
7.560999999999999943e+00,4.665800000000000125e+01,7.000000000000000000e+00,2.108371900000000077e-01
7.560999999999999943e+00,4.665800000000000125e+01,8.000000000000000000e+00,2.690615000000000090e-01
7.583000000000000185e+00,4.665599999999999881e+01,8.000000000000000000e+00,9.864291899999999558e-01
7.560999999999999943e+00,4.665800000000000125e+01,8.000000000000000000e+00,7.186960000000000570e-02
8.144000000000000128e+00,4.720900000000000318e+01,2.600000000000000000e+01,1.314412600000000042e+00
7.562999999999999723e+00,4.665599999999999881e+01,7.000000000000000000e+00,5.638760000000000300e-02
7.559000000000000163e+00,4.665599999999999881e+01,7.000000000000000000e+00,1.041395100000000046e-01
8.183999999999999275e+00,4.588199999999999790e+01,2.000000000000000000e+00,1.486569999999999947e+00
7.562000000000000277e+00,4.665400000000000347e+01,8.000000000000000000e+00,1.800763400000000014e-01
7.562000000000000277e+00,4.665400000000000347e+01,8.000000000000000000e+00,6.048869500000000343e-01
7.559999999999999609e+00,4.665299999999999869e+01,8.000000000000000000e+00,3.838149299999999986e-01
7.557000000000000384e+00,4.665699999999999648e+01,7.000000000000000000e+00,3.651705399999999879e-01
7.568999999999999950e+00,4.665100000000000335e+01,7.000000000000000000e+00,4.742272799999999733e-01
7.559000000000000163e+00,4.665899999999999892e+01,8.000000000000000000e+00,3.169693499999999831e-01
7.572000000000000064e+00,4.664900000000000091e+01,8.000000000000000000e+00,9.019702699999999629e-01
9.497999999999999332e+00,4.721500000000000341e+01,6.000000000000000000e+00,1.113582099999999908e+00
6.889000000000000234e+00,4.603099999999999881e+01,5.000000000000000000e+00,6.144228200000000362e-01
7.570999999999999730e+00,4.664999999999999858e+01,8.000000000000000000e+00,5.604829999999999535e-01
6.834999999999999964e+00,4.658100000000000307e+01,1.300000000000000000e+01,2.415416800000000030e+00
7.560999999999999943e+00,4.665800000000000125e+01,8.000000000000000000e+00,2.316127500000000061e-01
7.573999999999999844e+00,4.665299999999999869e+01,9.000000000000000000e+00,3.785064799999999785e-01
7.576999999999999957e+00,4.665500000000000114e+01,8.000000000000000000e+00,3.941172199999999903e-01
9.785000000000000142e+00,4.760300000000000153e+01,2.300000000000000000e+01,8.629658900000000132e-01
7.559000000000000163e+00,4.665599999999999881e+01,8.000000000000000000e+00,3.090576700000000065e-01
7.572000000000000064e+00,4.665100000000000335e+01,8.000000000000000000e+00,3.204034199999999943e-01
7.809000000000000163e+00,4.638600000000000279e+01,8.000000000000000000e+00,4.234741200000000094e-01
7.572000000000000064e+00,4.665699999999999648e+01,8.000000000000000000e+00,5.515092400000000117e-01
7.570999999999999730e+00,4.665100000000000335e+01,8.000000000000000000e+00,3.207354700000000225e-01
7.562999999999999723e+00,4.665800000000000125e+01,8.000000000000000000e+00,1.936226699999999967e-01
9.509999999999999787e+00,4.706000000000000227e+01,7.000000000000000000e+00,1.434299400000000002e+00
7.575999999999999623e+00,4.665400000000000347e+01,9.000000000000000000e+00,6.973990000000000224e-03
7.559000000000000163e+00,4.665599999999999881e+01,8.000000000000000000e+00,1.833559800000000017e-01
7.410000000000000142e+00,4.654200000000000159e+01,8.000000000000000000e+00,8.983113700000000534e-01
7.583999999999999631e+00,4.601100000000000279e+01,3.000000000000000000e+00,1.671866700000000039e+00
7.525999999999999801e+00,4.595400000000000063e+01,2.000000000000000000e+00,8.858795900000000501e-01
7.833999999999999631e+00,4.665899999999999892e+01,0.000000000000000000e+00,9.985841500000000037e-01
7.559000000000000163e+00,4.665400000000000347e+01,8.000000000000000000e+00,2.192768700000000126e-01
9.490999999999999659e+00,4.706600000000000250e+01,7.000000000000000000e+00,3.048611700000000146e-01
9.596000000000000085e+00,4.721800000000000352e+01,-1.000000000000000000e+00,6.769589099999999693e-01
7.559000000000000163e+00,4.666199999999999903e+01,7.000000000000000000e+00,2.872235000000000205e-01
8.233000000000000540e+00,4.787800000000000011e+01,2.300000000000000000e+01,8.789513100000000412e-01
7.557000000000000384e+00,4.665999999999999659e+01,8.000000000000000000e+00,1.501020499999999869e-01
9.946999999999999176e+00,4.650000000000000000e+01,8.000000000000000000e+00,1.274476399999999954e+00
7.511000000000000121e+00,4.630899999999999750e+01,6.000000000000000000e+00,1.311419300000000066e+00
7.559000000000000163e+00,4.665800000000000125e+01,8.000000000000000000e+00,2.147957799999999917e-01
7.559000000000000163e+00,4.666199999999999903e+01,9.000000000000000000e+00,7.915941999999999423e-02
1.002800000000000047e+01,4.599699999999999989e+01,8.000000000000000000e+00,1.869239799999999896e+00
9.489000000000000767e+00,4.707000000000000028e+01,8.000000000000000000e+00,9.383050400000000346e-01
7.562999999999999723e+00,4.665899999999999892e+01,8.000000000000000000e+00,2.146710300000000127e-01
7.089999999999999858e+00,4.608500000000000085e+01,9.000000000000000000e+00,1.745090400000000042e+00
7.378000000000000114e+00,4.633700000000000330e+01,5.000000000000000000e+00,1.386112800000000034e+00
7.562999999999999723e+00,4.665800000000000125e+01,8.000000000000000000e+00,3.121745999999999896e-02
7.568999999999999950e+00,4.665100000000000335e+01,8.000000000000000000e+00,6.264029300000000244e-01
7.522000000000000242e+00,4.641700000000000159e+01,0.000000000000000000e+00,1.222624399999999945e+00
1.051900000000000013e+01,4.646699999999999875e+01,1.000000000000000000e+01,9.127648200000000323e-01
9.664999999999999147e+00,4.707600000000000051e+01,0.000000000000000000e+00,1.110249999999999959e+00
7.570999999999999730e+00,4.665100000000000335e+01,8.000000000000000000e+00,3.151460300000000214e-01
7.559999999999999609e+00,4.728699999999999903e+01,5.000000000000000000e+00,1.119155099999999958e+00
7.559999999999999609e+00,4.728000000000000114e+01,6.000000000000000000e+00,1.792826999999999948e+00
1.033300000000000018e+01,4.660999999999999943e+01,6.000000000000000000e+00,1.045741899999999891e+00
7.567999999999999616e+00,4.665299999999999869e+01,8.000000000000000000e+00,4.439980299999999880e-01
9.244999999999999218e+00,4.675399999999999778e+01,6.000000000000000000e+00,1.360169200000000078e+00
1.038000000000000078e+01,4.666599999999999682e+01,7.000000000000000000e+00,1.247311099999999895e+00
7.567999999999999616e+00,4.665299999999999869e+01,7.000000000000000000e+00,5.456674700000000433e-01
8.634999999999999787e+00,4.786899999999999977e+01,8.000000000000000000e+00,1.202921799999999930e+00
9.715999999999999304e+00,4.671900000000000119e+01,2.000000000000000000e+00,4.828639900000000207e-01
7.142000000000000348e+00,4.715800000000000125e+01,1.100000000000000000e+01,1.596126500000000004e+00
6.956999999999999851e+00,4.585099999999999909e+01,2.000000000000000000e+00,7.200714599999999965e-01
7.709999999999999964e+00,4.645799999999999841e+01,1.000000000000000000e+00,3.838066399999999767e-01
6.488000000000000433e+00,4.640100000000000335e+01,7.000000000000000000e+00,2.289243799999999940e+00
7.560999999999999943e+00,4.728600000000000136e+01,5.000000000000000000e+00,1.236350000000000060e+00
6.951999999999999957e+00,4.584899999999999665e+01,4.000000000000000000e+00,8.286118799999999673e-01
6.483999999999999986e+00,4.639900000000000091e+01,8.000000000000000000e+00,1.416800000000000059e+00
9.478999999999999204e+00,4.706900000000000261e+01,8.000000000000000000e+00,2.535924700000000143e-01
6.682000000000000384e+00,4.565400000000000347e+01,7.000000000000000000e+00,1.094975800000000055e+00
7.972999999999999865e+00,4.640500000000000114e+01,9.000000000000000000e+00,7.982438200000000483e-01
8.111000000000000654e+00,4.635900000000000176e+01,9.000000000000000000e+00,6.405181300000000189e-01
7.511000000000000121e+00,4.631400000000000006e+01,6.000000000000000000e+00,1.889020200000000038e-01
1.052699999999999925e+01,4.661800000000000210e+01,1.100000000000000000e+01,2.910521500000000206e+00
1.066300000000000026e+01,4.563700000000000045e+01,4.000000000000000000e+00,4.068268599999999680e+00
1.058799999999999919e+01,4.621900000000000119e+01,5.000000000000000000e+00,1.128571100000000049e+00
1.045400000000000063e+01,4.663100000000000023e+01,9.000000000000000000e+00,1.116199799999999964e+00
8.301999999999999602e+00,4.596900000000000119e+01,1.300000000000000000e+01,9.143964799999999560e-01
9.557999999999999829e+00,4.651299999999999812e+01,1.000000000000000000e+01,4.854159800000000247e-01
7.052999999999999936e+00,4.617099999999999937e+01,6.000000000000000000e+00,6.462817100000000092e-01
5.195999999999999730e+00,4.620900000000000318e+01,0.000000000000000000e+00,1.971246999999999971e+00
9.490999999999999659e+00,4.706600000000000250e+01,8.000000000000000000e+00,7.588589199999999924e-01
9.490999999999999659e+00,4.706799999999999784e+01,7.000000000000000000e+00,8.405512800000000118e-01
7.634999999999999787e+00,4.619700000000000273e+01,6.000000000000000000e+00,1.190814299999999992e+00
7.043000000000000149e+00,4.677199999999999847e+01,-1.000000000000000000e+00,1.327944100000000072e+00
1.042399999999999949e+01,4.567699999999999960e+01,2.000000000000000000e+00,2.705808100000000049e+00
1.059299999999999997e+01,4.641899999999999693e+01,1.000000000000000000e+01,2.447268600000000127e+00
1.060200000000000031e+01,4.641499999999999915e+01,6.000000000000000000e+00,2.109015499999999932e+00
7.198000000000000398e+00,4.628999999999999915e+01,6.000000000000000000e+00,1.106029200000000046e+00
7.562999999999999723e+00,4.665299999999999869e+01,7.000000000000000000e+00,3.119413999999999867e-02
7.490999999999999659e+00,4.616499999999999915e+01,2.000000000000000000e+00,7.219056400000000151e-01
7.498999999999999666e+00,4.616299999999999670e+01,5.000000000000000000e+00,1.293792999999999971e+00
7.491999999999999993e+00,4.616799999999999926e+01,2.000000000000000000e+00,7.778780699999999770e-01
7.506000000000000227e+00,4.615599999999999881e+01,3.000000000000000000e+00,1.062955300000000047e+00
9.589999999999999858e+00,4.668200000000000216e+01,1.000000000000000000e+00,1.395304099999999936e+00
7.873000000000000220e+00,4.605400000000000205e+01,7.000000000000000000e+00,1.069761900000000043e+00
7.573000000000000398e+00,4.664900000000000091e+01,8.000000000000000000e+00,6.326537800000000544e-01
7.490999999999999659e+00,4.616799999999999926e+01,1.000000000000000000e+00,5.405904799999999844e-01
7.567000000000000171e+00,4.665100000000000335e+01,8.000000000000000000e+00,1.446707799999999988e-01
7.804000000000000270e+00,4.604899999999999949e+01,7.000000000000000000e+00,1.284566899999999956e+00
7.573000000000000398e+00,4.664999999999999858e+01,8.000000000000000000e+00,5.186972499999999986e-01
7.565000000000000391e+00,4.665299999999999869e+01,7.000000000000000000e+00,2.256944100000000120e-01
7.431000000000000050e+00,4.652199999999999847e+01,8.000000000000000000e+00,6.008731800000000067e-01
7.570999999999999730e+00,4.664900000000000091e+01,7.000000000000000000e+00,2.999027599999999905e-01
7.567000000000000171e+00,4.665100000000000335e+01,8.000000000000000000e+00,-5.865423000000000164e-02
7.567000000000000171e+00,4.665100000000000335e+01,8.000000000000000000e+00,3.621039999999999676e-02
1.044500000000000028e+01,4.603600000000000136e+01,5.000000000000000000e+00,1.794866300000000026e+00
7.565999999999999837e+00,4.665100000000000335e+01,7.000000000000000000e+00,4.371898399999999962e-01
7.519999999999999574e+00,4.799799999999999756e+01,2.000000000000000000e+00,1.181916500000000037e+00
1.011200000000000010e+01,4.669100000000000250e+01,1.100000000000000000e+01,1.031768100000000077e+00
7.570999999999999730e+00,4.664999999999999858e+01,8.000000000000000000e+00,2.881587899999999980e-01
7.567000000000000171e+00,4.665100000000000335e+01,7.000000000000000000e+00,3.977427000000000046e-02
7.238000000000000433e+00,4.686699999999999733e+01,-1.000000000000000000e+00,1.069505900000000009e+00
9.646000000000000796e+00,4.716100000000000136e+01,2.000000000000000000e+00,7.886546500000000126e-01
1.022700000000000031e+01,4.661500000000000199e+01,7.000000000000000000e+00,1.064421199999999956e+00
7.953999999999999737e+00,4.628000000000000114e+01,3.000000000000000000e+00,8.395958799999999611e-01
7.955000000000000071e+00,4.628300000000000125e+01,3.000000000000000000e+00,6.543982600000000094e-01
9.195999999999999730e+00,4.761200000000000188e+01,2.500000000000000000e+01,1.740830099999999936e+00
1.058300000000000018e+01,4.641100000000000136e+01,1.200000000000000000e+01,2.530691800000000047e+00
8.307000000000000384e+00,4.688300000000000267e+01,-1.000000000000000000e+00,1.141770200000000068e+00
8.798999999999999488e+00,4.680700000000000216e+01,2.000000000000000000e+00,6.068981100000000461e-01
7.209999999999999964e+00,4.624699999999999989e+01,-1.000000000000000000e+00,2.087869500000000045e+00
7.458999999999999631e+00,4.592900000000000205e+01,0.000000000000000000e+00,1.175773100000000015e+00
1.069500000000000028e+01,4.614600000000000080e+01,9.000000000000000000e+00,1.208691600000000088e+00
9.692000000000000171e+00,4.660699999999999932e+01,1.100000000000000000e+01,7.915397299999999969e-01
6.892999999999999794e+00,4.604099999999999682e+01,5.000000000000000000e+00,9.904457199999999739e-01
7.081999999999999851e+00,4.608599999999999852e+01,9.000000000000000000e+00,5.926306900000000155e-01
8.528000000000000469e+00,4.668200000000000216e+01,2.000000000000000000e+00,9.017527899999999708e-01
7.567000000000000171e+00,4.665299999999999869e+01,8.000000000000000000e+00,-5.837541999999999731e-02
6.751999999999999780e+00,4.682200000000000273e+01,1.000000000000000000e+01,1.475979200000000047e+00
7.379999999999999893e+00,4.633500000000000085e+01,6.000000000000000000e+00,8.293113899999999816e-01
7.780000000000000249e+00,4.771800000000000352e+01,1.300000000000000000e+01,9.231803800000000226e-01
8.534000000000000696e+00,4.640699999999999648e+01,7.000000000000000000e+00,9.029209599999999947e-01
1.056300000000000061e+01,4.602900000000000347e+01,5.000000000000000000e+00,1.549722400000000055e+00
7.581000000000000405e+00,4.664999999999999858e+01,8.000000000000000000e+00,8.064826600000000179e-01
7.572000000000000064e+00,4.665100000000000335e+01,8.000000000000000000e+00,1.514167999999999903e-01
6.466000000000000192e+00,4.639200000000000301e+01,1.200000000000000000e+01,1.348492199999999919e+00
8.753000000000000114e+00,4.765699999999999648e+01,6.000000000000000000e+00,1.193740999999999941e+00
7.379999999999999893e+00,4.604699999999999704e+01,2.000000000000000000e+00,1.238158799999999893e+00
7.576999999999999957e+00,4.665400000000000347e+01,9.000000000000000000e+00,5.066393000000000146e-01
7.556000000000000050e+00,4.586599999999999966e+01,1.000000000000000000e+00,7.961241300000000409e-01
7.576999999999999957e+00,4.665299999999999869e+01,8.000000000000000000e+00,4.069464700000000046e-01
7.522000000000000242e+00,4.617699999999999960e+01,2.000000000000000000e+00,1.145680699999999996e+00
7.572000000000000064e+00,4.664900000000000091e+01,8.000000000000000000e+00,1.023048200000000046e-01
7.408000000000000362e+00,4.613900000000000290e+01,4.000000000000000000e+00,1.089508499999999991e+00
7.408000000000000362e+00,4.613799999999999812e+01,5.000000000000000000e+00,1.031492700000000040e+00
7.437999999999999723e+00,4.786800000000000210e+01,5.000000000000000000e+00,1.349284099999999986e+00
7.418000000000000149e+00,4.785699999999999932e+01,1.000000000000000000e+00,1.264539400000000091e+00
7.201999999999999957e+00,4.731700000000000017e+01,1.800000000000000000e+01,1.128361200000000064e+00
9.605999999999999872e+00,4.651700000000000301e+01,9.000000000000000000e+00,1.289385299999999956e+00
7.094000000000000306e+00,4.647999999999999687e+01,-1.000000000000000000e+00,1.506428099999999937e+00
1.050699999999999967e+01,4.659700000000000131e+01,6.000000000000000000e+00,2.113802000000000181e+00
7.538000000000000256e+00,4.663400000000000034e+01,-2.000000000000000000e+00,9.667720100000000150e-01
1.049699999999999989e+01,4.660399999999999920e+01,4.000000000000000000e+00,1.278473699999999935e+00
7.410000000000000142e+00,4.634000000000000341e+01,5.000000000000000000e+00,1.181448199999999948e+00
7.043000000000000149e+00,4.567099999999999937e+01,2.000000000000000000e+00,1.002344399999999913e+00
9.646000000000000796e+00,4.659000000000000341e+01,7.000000000000000000e+00,1.802941099999999963e+00
6.899000000000000021e+00,4.620199999999999818e+01,0.000000000000000000e+00,6.442678499999999753e-01
9.650000000000000355e+00,4.659199999999999875e+01,6.000000000000000000e+00,8.321678000000000130e-01
7.402999999999999581e+00,4.679599999999999937e+01,8.000000000000000000e+00,1.407303100000000029e+00
1.048499999999999943e+01,4.661699999999999733e+01,1.000000000000000000e+00,6.573033400000000137e-01
8.515000000000000568e+00,4.685900000000000176e+01,9.000000000000000000e+00,7.013302099999999539e-01
8.006000000000000227e+00,4.675300000000000011e+01,8.000000000000000000e+00,7.455327099999999874e-01
7.400000000000000355e+00,4.680100000000000193e+01,7.000000000000000000e+00,8.628962199999999916e-01
8.521000000000000796e+00,4.686099999999999710e+01,8.000000000000000000e+00,3.638918999999999904e-01
8.521000000000000796e+00,4.686399999999999721e+01,8.000000000000000000e+00,1.258265500000000037e+00
9.117000000000000881e+00,4.683500000000000085e+01,2.000000000000000000e+00,1.082573999999999925e+00
8.189999999999999503e+00,4.645700000000000074e+01,2.000000000000000000e+00,2.760314300000000221e-01
9.493999999999999773e+00,4.706300000000000239e+01,7.000000000000000000e+00,1.798915700000000006e+00
7.155999999999999694e+00,4.628199999999999648e+01,7.000000000000000000e+00,5.429190799999999983e-01
7.416999999999999815e+00,4.633400000000000318e+01,2.000000000000000000e+00,3.754023899999999747e-01
6.996000000000000441e+00,4.678099999999999881e+01,1.000000000000000000e+00,1.293940899999999949e+00
1.050900000000000034e+01,4.648199999999999932e+01,1.000000000000000000e+01,9.388706799999999575e-01
7.663999999999999702e+00,4.617799999999999727e+01,2.000000000000000000e+00,7.858776299999999937e-01
7.567999999999999616e+00,4.664900000000000091e+01,8.000000000000000000e+00,6.402337099999999559e-01
9.489000000000000767e+00,4.706400000000000006e+01,8.000000000000000000e+00,7.801210699999999720e-01
7.578000000000000291e+00,4.665400000000000347e+01,8.000000000000000000e+00,1.051205699999999910e+00
6.203000000000000291e+00,4.748100000000000165e+01,1.300000000000000000e+01,2.667814200000000024e+00
7.575999999999999623e+00,4.665299999999999869e+01,9.000000000000000000e+00,2.871090199999999926e-01
8.483999999999999986e+00,4.684899999999999665e+01,7.000000000000000000e+00,9.395073699999999528e-01
1.058000000000000007e+01,4.640100000000000335e+01,2.000000000000000000e+00,6.694830899999999474e-01
7.131000000000000227e+00,4.603600000000000136e+01,2.000000000000000000e+00,8.882833500000000271e-01
7.322000000000000064e+00,4.611599999999999966e+01,2.000000000000000000e+00,4.133632799999999996e-01
7.570999999999999730e+00,4.664800000000000324e+01,7.000000000000000000e+00,3.951907100000000006e-01
7.581000000000000405e+00,4.664999999999999858e+01,9.000000000000000000e+00,1.121377000000000068e+00
7.575000000000000178e+00,4.665100000000000335e+01,8.000000000000000000e+00,9.028308299999999731e-01
7.567000000000000171e+00,4.665299999999999869e+01,9.000000000000000000e+00,3.412020499999999790e-01
7.576999999999999957e+00,4.665200000000000102e+01,8.000000000000000000e+00,8.544239399999999929e-01
9.496000000000000441e+00,4.706799999999999784e+01,9.000000000000000000e+00,4.716130900000000126e-01
7.681000000000000050e+00,4.592399999999999949e+01,2.000000000000000000e+00,5.067538900000000401e-01
7.562000000000000277e+00,4.665100000000000335e+01,8.000000000000000000e+00,3.991612800000000072e-01
7.567000000000000171e+00,4.665100000000000335e+01,8.000000000000000000e+00,6.611746400000000357e-01
7.576999999999999957e+00,4.665200000000000102e+01,8.000000000000000000e+00,1.101676499999999947e+00
7.575000000000000178e+00,4.665299999999999869e+01,8.000000000000000000e+00,4.670325499999999908e-01
7.576999999999999957e+00,4.665100000000000335e+01,7.000000000000000000e+00,4.989958199999999788e-01
7.565999999999999837e+00,4.665299999999999869e+01,8.000000000000000000e+00,1.526499899999999910e+00
6.895999999999999908e+00,4.605899999999999750e+01,3.000000000000000000e+00,5.281018100000000048e-01
7.570999999999999730e+00,4.664800000000000324e+01,7.000000000000000000e+00,6.281413900000000217e-01
7.565999999999999837e+00,4.665100000000000335e+01,7.000000000000000000e+00,2.963006000000000251e-01
7.575000000000000178e+00,4.665100000000000335e+01,8.000000000000000000e+00,4.207542300000000068e-01
7.570999999999999730e+00,4.665299999999999869e+01,1.000000000000000000e+01,3.215361199999999808e+00
7.567999999999999616e+00,4.665200000000000102e+01,8.000000000000000000e+00,3.081369400000000258e-01
7.564000000000000057e+00,4.665100000000000335e+01,8.000000000000000000e+00,3.243509199999999870e-01
7.580000000000000071e+00,4.665299999999999869e+01,8.000000000000000000e+00,8.123352200000000245e-01
6.871000000000000441e+00,4.603999999999999915e+01,5.000000000000000000e+00,1.604855200000000037e+00
7.567999999999999616e+00,4.664900000000000091e+01,8.000000000000000000e+00,2.781845399999999802e-01
7.573000000000000398e+00,4.664800000000000324e+01,7.000000000000000000e+00,1.341673399999999905e+00
7.567999999999999616e+00,4.664800000000000324e+01,7.000000000000000000e+00,6.276298399999999944e-01
7.221000000000000085e+00,4.683599999999999852e+01,4.000000000000000000e+00,1.898094200000000065e+00
7.581000000000000405e+00,4.665100000000000335e+01,8.000000000000000000e+00,1.008148599999999950e+00
9.441000000000000725e+00,4.709199999999999875e+01,9.000000000000000000e+00,8.671335999999999489e-01
7.564000000000000057e+00,4.665100000000000335e+01,8.000000000000000000e+00,4.556562699999999744e-01
6.873000000000000220e+00,4.603799999999999670e+01,4.000000000000000000e+00,2.091568399999999883e+00
6.868999999999999773e+00,4.603799999999999670e+01,5.000000000000000000e+00,1.646914299999999942e+00
7.153999999999999915e+00,4.582800000000000296e+01,2.000000000000000000e+00,1.219254700000000025e+00
7.557999999999999829e+00,4.665400000000000347e+01,8.000000000000000000e+00,5.832620600000000266e-01
7.323999999999999844e+00,4.632200000000000273e+01,3.000000000000000000e+00,8.525180199999999875e-01
9.505000000000000782e+00,4.706799999999999784e+01,7.000000000000000000e+00,1.042804599999999970e+00
7.565999999999999837e+00,4.665400000000000347e+01,8.000000000000000000e+00,3.239374899999999946e-01
9.660999999999999588e+00,4.710099999999999909e+01,1.000000000000000000e+01,9.183839200000000202e-01
7.233999999999999986e+00,4.684400000000000119e+01,1.000000000000000000e+00,8.552539700000000300e-01
1.054499999999999993e+01,4.602499999999999858e+01,7.000000000000000000e+00,1.401830300000000085e+00
6.865000000000000213e+00,4.603999999999999915e+01,5.000000000000000000e+00,1.243113899999999994e+00
7.328000000000000291e+00,4.788199999999999790e+01,8.000000000000000000e+00,1.263250699999999949e+00
7.570000000000000284e+00,4.665400000000000347e+01,8.000000000000000000e+00,7.056288200000000455e-01
7.575000000000000178e+00,4.665100000000000335e+01,7.000000000000000000e+00,8.682427000000000339e-01
7.573000000000000398e+00,4.664999999999999858e+01,7.000000000000000000e+00,1.034570900000000071e+00
1.078599999999999959e+01,4.669299999999999784e+01,4.000000000000000000e+00,1.139199899999999932e+00
1.071000000000000085e+01,4.639500000000000313e+01,2.000000000000000000e+00,1.273061400000000010e+00
7.583000000000000185e+00,4.628000000000000114e+01,2.000000000000000000e+00,1.626325100000000079e+00
7.567000000000000171e+00,4.665800000000000125e+01,8.000000000000000000e+00,3.782656899999999878e-01
8.544999999999999929e+00,4.640400000000000347e+01,8.000000000000000000e+00,1.677944600000000008e+00
8.538999999999999702e+00,4.641199999999999903e+01,8.000000000000000000e+00,1.002172999999999981e+00
7.567000000000000171e+00,4.665100000000000335e+01,7.000000000000000000e+00,2.209247300000000136e-01
7.559000000000000163e+00,4.666100000000000136e+01,9.000000000000000000e+00,3.369192799999999877e-01
7.567999999999999616e+00,4.665299999999999869e+01,7.000000000000000000e+00,3.264615599999999840e-01
7.562000000000000277e+00,4.665200000000000102e+01,8.000000000000000000e+00,4.583096500000000129e-01
9.494999999999999218e+00,4.706700000000000017e+01,8.000000000000000000e+00,8.460678999999999839e-01
7.524000000000000021e+00,4.633200000000000074e+01,4.000000000000000000e+00,5.824034099999999547e-01
9.183999999999999275e+00,4.760199999999999676e+01,1.300000000000000000e+01,1.230679099999999915e+00
7.538000000000000256e+00,4.609799999999999898e+01,2.000000000000000000e+00,1.328582300000000105e+00
7.544999999999999929e+00,4.610399999999999920e+01,4.000000000000000000e+00,2.044918000000000013e-01
7.573999999999999844e+00,4.664900000000000091e+01,8.000000000000000000e+00,1.512504800000000094e+00
1.059099999999999930e+01,4.641199999999999903e+01,1.000000000000000000e+01,1.909130200000000110e+00
7.168000000000000149e+00,4.613600000000000279e+01,2.000000000000000000e+00,3.076765300000000036e-01
7.738999999999999879e+00,4.795100000000000051e+01,1.300000000000000000e+01,1.281138499999999958e+00
7.584999999999999964e+00,4.665100000000000335e+01,8.000000000000000000e+00,1.057713200000000020e+00
