"poi_id","kategorie","quartier","strasse","baumgattunglat","baumartlat","baumnamelat","baumnamedeu","baumnummer","status","baumtyp","baumtyptext","kronendurchmesser","pflanzjahr","genauigkeit","objectid","geometry"
"WI-427","Parkbaum","Witikon","Witikonerstr.","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-427","Obst","6","Obstbäume","6","1950","Luftbild","1351","POINT (2687627 1245542.5)"
"WI-428","Parkbaum","Witikon","Witikonerstr.","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-428","Obst","6","Obstbäume","9","1950","Luftbild","1352","POINT (2687621.8 1245554)"
"WI-429","Parkbaum","Witikon","Witikonerstr.","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-429","Obst","6","Obstbäume","10","1950","Luftbild","1353","POINT (2687615 1245565.2)"
"WI-487","Parkbaum","Witikon","","Juglans","regia","Juglas regia cv.","Walnuss-Obstgehölz, Sorte unbekannt","WI-487","Obst","6","Obstbäume","8","1950","Unbekannte Qualität","1979","POINT (2687308.8 1245443)"
"WI-497","Parkbaum","Witikon","","Juglans","regia","Juglas regia cv.","Walnuss-Obstgehölz, Sorte unbekannt","WI-497","Obst","6","Obstbäume","8","1975","Unbekannte Qualität","1980","POINT (2687239.5 1245434.5)"
"WI-498","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica cv.","Sammelbegriff für Zwetschgen, Pflaume, Reneklode usw. (Sorte unbek.)","WI-498","Obst","6","Obstbäume","8","2000","Unbekannte Qualität","1981","POINT (2687223 1245438.8)"
"WI-499","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis cv.","Birne-Obstgehölz, Sorte unbekannt","WI-499","Obst","6","Obstbäume","8","2000","Unbekannte Qualität","1982","POINT (2687214 1245443.6)"
"WI-500","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis cv.","Birne-Obstgehölz, Sorte unbekannt","WI-500","Obst","6","Obstbäume","8","1950","Unbekannte Qualität","1983","POINT (2687205.5 1245448.5)"
"WI-523","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-523","Obst","6","Obstbäume","8","1950","Unbekannte Qualität","1984","POINT (2687181 1245438.8)"
"WI-622","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-622","Obst","6","Obstbäume","8","1975","Unbekannte Qualität","1985","POINT (2687110.8 1245454.6)"
"WI-623","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica cv.","Sammelbegriff für Zwetschgen, Pflaume, Reneklode usw. (Sorte unbek.)","WI-623","Obst","6","Obstbäume","8","1975","Unbekannte Qualität","1986","POINT (2687154.5 1245438.1)"
"WI-628","Parkbaum","Witikon","","Juglans","regia","Juglas regia cv.","Walnuss-Obstgehölz, Sorte unbekannt","WI-628","Obst","6","Obstbäume","8","2000","Unbekannte Qualität","1987","POINT (2687172.2 1245347.4)"
"WI-505","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis cv.","Birne-Obstgehölz, Sorte unbekannt","WI-505","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2126","POINT (2687164.2 1245476.6)"
"WI-504","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Gravensteiner'","Apfel-Obstgehölz 'Gravensteiner'","WI-504","Obst","6","Obstbäume","8","2004","Bildschirmeingabe","2127","POINT (2687173.8 1245469.8)"
"WI-503","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-503","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2128","POINT (2687178.8 1245466)"
"WI-506","Parkbaum","Witikon","","Prunus","domestica domestica","Prunus domestica domestica 'Bühler Frühzwetschge'","Zwetschge-Obstgehölz 'Bühler Frühzwetschge'","WI-506","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2129","POINT (2687242.5 1245421.9)"
"WI-507","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis cv.","Birne-Obstgehölz, Sorte unbekannt","WI-507","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2130","POINT (2687233.8 1245423.1)"
"WI-508","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica cv.","Sammelbegriff für Zwetschgen, Pflaume, Reneklode usw. (Sorte unbek.)","WI-508","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2131","POINT (2687225.5 1245426.9)"
"WI-510","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis","Gemeiner Birnbaum","WI-510","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2132","POINT (2687214 1245433.6)"
"WI-509","Parkbaum","Witikon","","Cydonia","oblonga","Cydonia oblonga cv.","Quitte-Obstgehölz, Sorte unbekannt","WI-509","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2133","POINT (2687218.5 1245431)"
"WI-511","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-511","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2134","POINT (2687208 1245438.1)"
"WI-512","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Spartan'","Apfel-Obstgehölz 'Spartan'","WI-512","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2135","POINT (2687200 1245443.1)"
"WI-513","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-513","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2136","POINT (2687193 1245447.4)"
"WI-515","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Goldrenette Freiherr von Berlepsch' (Berlepsch)","Apfel-Obstgehölz 'Goldrenette Freiherr von Berlepsch' (Berlepsch)","WI-515","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2137","POINT (2687179.8 1245454.2)"
"WI-519","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Hansueli'","Apfel-Obstgehölz 'Hansueli'","WI-519","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2138","POINT (2687141.5 1245477)"
"WI-518","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-518","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2139","POINT (2687149 1245473)"
"WI-516","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-516","Obst","6","Obstbäume","8","2004","Bildschirmeingabe","2140","POINT (2687165 1245464.1)"
"WI-520","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica cv.","Sammelbegriff für Zwetschgen, Pflaume, Reneklode usw. (Sorte unbek.)","WI-520","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2141","POINT (2687219 1245422.8)"
"WI-521","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica cv.","Sammelbegriff für Zwetschgen, Pflaume, Reneklode usw. (Sorte unbek.)","WI-521","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2142","POINT (2687211 1245427)"
"WI-522","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica cv.","Sammelbegriff für Zwetschgen, Pflaume, Reneklode usw. (Sorte unbek.)","WI-522","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2143","POINT (2687203.5 1245431.8)"
"WI-526","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Bohnapfel'","Apfel-Obstgehölz 'Bohnapfel'","WI-526","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2144","POINT (2687155.2 1245457.2)"
"WI-525","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Sauergrauch'","Apfel-Obstgehölz 'Sauergrauch'","WI-525","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2145","POINT (2687165.8 1245451.6)"
"WI-524","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis cv.","Birne-Obstgehölz, Sorte unbekannt","WI-524","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2146","POINT (2687172.8 1245447.2)"
"WI-625","Parkbaum","Witikon","","Juglans","regia","Juglas regia cv.","Walnuss-Obstgehölz, Sorte unbekannt","WI-625","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2297","POINT (2687220.5 1245358.9)"
"WI-626","Parkbaum","Witikon","","Juglans","regia","Juglas regia cv.","Walnuss-Obstgehölz, Sorte unbekannt","WI-626","Obst","6","Obstbäume","8","1975","Bildschirmeingabe","2298","POINT (2687239.5 1245346.9)"
"WI-627","Parkbaum","Witikon","","Obstbaum","","Obstbaum","Obstbaum","WI-627","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2299","POINT (2687229 1245338.2)"
"WI-853","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-853","Obst","6","Obstbäume","8","","Bildschirmeingabe","2361","POINT (2687596.8 1245595.5)"
"WI-854","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis cv.","Birne-Obstgehölz, Sorte unbekannt","WI-854","Obst","6","Obstbäume","8","1930","Bildschirmeingabe","2364","POINT (2687350.8 1245513.5)"
"WI-617","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica cv.","Sammelbegriff für Zwetschgen, Pflaume, Reneklode usw. (Sorte unbek.)","WI-617","Obst","6","Obstbäume","8","1975","Bildschirmeingabe","2365","POINT (2687294.5 1245395.4)"
"WI-495","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-495","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2366","POINT (2687278.5 1245420.2)"
"WI-491","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'King of the Pippins' (Goldparmäne)","Apfel-Obstgehölz 'King of the Pippins' (Goldparmäne)","WI-491","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2367","POINT (2687276.8 1245431.2)"
"WI-490","Parkbaum","Witikon","","Juglans","regia","Juglas regia cv.","Walnuss-Obstgehölz, Sorte unbekannt","WI-490","Obst","6","Obstbäume","8","1975","Bildschirmeingabe","2368","POINT (2687283 1245444.5)"
"WI-489","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Goldrenette Freiherr von Berlepsch' (Berlepsch)","Apfel-Obstgehölz 'Goldrenette Freiherr von Berlepsch' (Berlepsch)","WI-489","Obst","6","Obstbäume","8","1975","Bildschirmeingabe","2369","POINT (2687294.2 1245446.1)"
"WI-857","Parkbaum","Witikon","","Crataegus","monogyna","Crataegus monogyna","Eingriffliger Weissdorn","WI-857","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","2456","POINT (2687195.2 1245497.6)"
"WI-856","Parkbaum","Witikon","","Crataegus","monogyna","Crataegus monogyna","Eingriffliger Weissdorn","WI-856","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","2457","POINT (2687218 1245486.9)"
"WI-855","Parkbaum","Witikon","","Crataegus","monogyna","Crataegus monogyna","Eingriffliger Weissdorn","WI-855","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","2458","POINT (2687247 1245470.9)"
"WI-1832","Parkbaum","Witikon","","Prunus","avium","Prunus avium cv.","Süss-Kirsche-Obstgehölz, Sorte unbekannt","WI-1832","Obst","6","Obstbäume","8","","Bildschirmeingabe","2731","POINT (2687052.2 1245490.5)"
"WI-659","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-659","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2732","POINT (2687053.2 1245569.1)"
"WI-658","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-658","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2733","POINT (2687043 1245571.6)"
"WI-657","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-657","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2734","POINT (2687034.2 1245574.5)"
"WI-653","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-653","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2735","POINT (2687089.5 1245566.6)"
"WI-647","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-647","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2736","POINT (2687031.2 1245581.8)"
"WI-636","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-636","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2737","POINT (2687096.8 1245573.8)"
"WI-635","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-635","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2738","POINT (2687087.8 1245576.5)"
"WI-470","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Sauergrauch'","Apfel-Obstgehölz 'Sauergrauch'","WI-470","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2739","POINT (2687077.5 1245578.9)"
"WI-1834","Parkbaum","Witikon","","Prunus","avium","Prunus avium cv.","Süss-Kirsche-Obstgehölz, Sorte unbekannt","WI-1834","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2740","POINT (2687059.2 1245583.2)"
"WI-631","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-631","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2741","POINT (2687017.5 1245593.2)"
"WI-1836","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-1836","Obst","6","Obstbäume","8","","Bildschirmeingabe","2742","POINT (2687023.5 1245596.2)"
"WI-641","Parkbaum","Witikon","","Prunus","domestica domestica","Prunus domestica domestica 'Rafzer Zwetschge'","Zwetschge-Obstgehölz 'Rafzer Zwetschge'","WI-641","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2743","POINT (2687064.8 1245588.9)"
"WI-1839","Parkbaum","Witikon","","Juglans","regia","Juglas regia cv.","Walnuss-Obstgehölz, Sorte unbekannt","WI-1839","Obst","6","Obstbäume","8","","Bildschirmeingabe","2744","POINT (2687146.2 1245462.9)"
"WI-624","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-624","Obst","6","Obstbäume","8","1950","Bildschirmeingabe","2745","POINT (2687176.2 1245430.8)"
"WI-1840","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-1840","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2746","POINT (2687184.8 1245410)"
"WI-1841","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-1841","Obst","6","Obstbäume","8","2000","Bildschirmeingabe","2747","POINT (2687193.5 1245410.8)"
"WI-532","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis cv.","Birne-Obstgehölz, Sorte unbekannt","WI-532","Obst","6","Obstbäume","8","1975","Bildschirmeingabe","2748","POINT (2687205.2 1245387.9)"
"WI-615","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica cv.","Sammelbegriff für Zwetschgen, Pflaume, Reneklode usw. (Sorte unbek.)","WI-615","Obst","6","Obstbäume","8","1975","Unbekannte Qualität","2749","POINT (2687247 1245372.1)"
"WI-1842","Parkbaum","Witikon","","Prunus","armeniaca","Prunus armeniaca cv.","Aprikose-Obstgehölz, Sorte unbekannt","WI-1842","Obst","6","Obstbäume","8","","Bildschirmeingabe","2750","POINT (2687253.8 1245403.5)"
"WI-492","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Bohnapfel'","Apfel-Obstgehölz 'Bohnapfel'","WI-492","Obst","6","Obstbäume","8","1975","Bildschirmeingabe","2751","POINT (2687305.2 1245447.6)"
"WI-493","Parkbaum","Witikon","","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","WI-493","Obst","6","Obstbäume","8","1975","Bildschirmeingabe","2752","POINT (2687289.8 1245429.4)"
"WI-1843","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-1843","Obst","6","Obstbäume","8","2005","Bildschirmeingabe","2753","POINT (2687285.5 1245419.8)"
"WI-488","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Bohnapfel'","Apfel-Obstgehölz 'Bohnapfel'","WI-488","Obst","6","Obstbäume","8","1975","Bildschirmeingabe","2754","POINT (2687299 1245440.1)"
"WI-869","Parkbaum","Witikon","","Crataegus","laevigata","Crataegus laevigata","Zweigriffliger Weissdorn","WI-869","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","3367","POINT (2687193.5 1245383.2)"
"WI-870","Parkbaum","Witikon","","Crataegus","laevigata","Crataegus laevigata","Zweigriffliger Weissdorn","WI-870","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","3368","POINT (2687233.8 1245436.2)"
"WI-871","Parkbaum","Witikon","","Crataegus","laevigata","Crataegus laevigata","Zweigriffliger Weissdorn","WI-871","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","3369","POINT (2687324.2 1245461.5)"
"WI-872","Parkbaum","Witikon","","Crataegus","laevigata","Crataegus laevigata","Zweigriffliger Weissdorn","WI-872","Obst","0","nicht zugeordnet","8","","Bildschirmeingabe","3370","POINT (2687313.5 1245462.2)"
"WI-496","Parkbaum","Witikon","","Juglans","regia","Juglas regia cv.","Walnuss-Obstgehölz, Sorte unbekannt","WI-496","Obst","6","Obstbäume","8","2004","Bildschirmeingabe","3571","POINT (2687265 1245422.4)"
"WI-645","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica 'Schönberger'","Pflaume-Obstgehölz 'Schönberger'","WI-645","Obst","","nicht zugeordnet","8","2016","Unbekannte Qualität","3592","POINT (2687010.8 1245586.5)"
"WI-1833","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica 'Schönberger'","Pflaume-Obstgehölz 'Schönberger'","WI-1833","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3593","POINT (2687021 1245584.5)"
"WI-874","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica 'Schönberger'","Pflaume-Obstgehölz 'Schönberger'","WI-874","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3594","POINT (2687004.2 1245580)"
"WI-876","Parkbaum","Witikon","","Prunus","domestica","Prunus domestica 'Hauszwetschge Rinklin'","Pflaume-Obstgehölz 'Hauszwetschge Rinklin'","WI-876","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3595","POINT (2687018 1245572.2)"
"WI-656","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Hordapfel'","Apfel-Obstgehölz 'Hordapfel'","WI-656","Obst","6","Obstbäume","8","2016","Bildschirmeingabe","3596","POINT (2687023.8 1245576.4)"
"WI-632","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Schneiderapfel'","Apfel-Obstgehölz 'Schneiderapfel'","WI-632","Obst","6","Obstbäume","8","2016","Bildschirmeingabe","3597","POINT (2687028.8 1245591.5)"
"WI-651","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Hordapfel'","Apfel-Obstgehölz 'Hordapfel'","WI-651","Obst","6","Obstbäume","8","2016","Bildschirmeingabe","3598","POINT (2687070.2 1245571.9)"
"WI-472","Parkbaum","Witikon","","Sorbus","domestica","Sorbus domestica","Speierling, Sperbe","WI-472","Obst","0","nicht zugeordnet","8","2016","Bildschirmeingabe","3599","POINT (2687110.2 1245571.6)"
"WI-880","Parkbaum","Witikon","","Sorbus","domestica","Sorbus domestica 'Sossenheimer'","Speierling 'Sossenheimer'","WI-880","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3600","POINT (2687308.2 1245461.5)"
"WI-517","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Schneiderapfel'","Apfel-Obstgehölz 'Schneiderapfel'","WI-517","Obst","6","Obstbäume","8","2016","Bildschirmeingabe","3601","POINT (2687156.5 1245469.2)"
"WI-881","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Schneiderapfel'","Apfel-Obstgehölz 'Schneiderapfel'","WI-881","Obst","6","Obstbäume","8","2016","Bildschirmeingabe","3602","POINT (2687171.2 1245459.6)"
"WI-883","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis 'Karcherbirne'","Birnen-Obstgehölz 'Karcherbirne'","WI-883","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3603","POINT (2687196.8 1245455.4)"
"WI-884","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis 'Karcherbirne'","Birnen-Obstgehölz 'Karcherbirne'","WI-884","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3604","POINT (2687188 1245440)"
"WI-531","Parkbaum","Witikon","","Cydonia","oblonga","Cydonia oblonga 'Cydora Robusta'","Quitte-Obstgehölz 'Cydora Robusta'","WI-531","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3605","POINT (2687197.2 1245392.4)"
"WI-886","Parkbaum","Witikon","","Cydonia","oblonga","Cydonia oblonga 'Cydora Robusta'","Quitte-Obstgehölz 'Cydora Robusta'","WI-886","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3606","POINT (2687214 1245383.6)"
"WI-887","Parkbaum","Witikon","","Cydonia","oblonga","Cydonia oblonga 'Cydora Robusta'","Quitte-Obstgehölz 'Cydora Robusta'","WI-887","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3607","POINT (2687220.8 1245379.4)"
"WI-888","Parkbaum","Witikon","","Cydonia","oblonga","Cydonia oblonga 'Cydora Robusta'","Quitte-Obstgehölz 'Cydora Robusta'","WI-888","Obst","","nicht zugeordnet","8","2016","Bildschirmeingabe","3608","POINT (2687227.8 1245375.2)"
"WI-502","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis cv.","Birne-Obstgehölz, Sorte unbekannt","WI-502","Obst","6","Obstbäume","8","2017","Bildschirmeingabe","3641","POINT (2687185.2 1245461.5)"
"WI-2160","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Schneiderapfel'","Apfel-Obstgehölz 'Schneiderapfel'","WI-2160","Obst","6","Obstbäume","8","2017","Bildschirmeingabe","3642","POINT (2687161 1245466.5)"
"WI-2161","Parkbaum","Witikon","","Pyrus","communis","Pyrus communis 'Karcherbirne'","Birnen-Obstgehölz 'Karcherbirne'","WI-2161","Obst","","nicht zugeordnet","8","2017","Bildschirmeingabe","3643","POINT (2687182.2 1245444)"
"WI-2648","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-2648","Obst","6","Obstbäume","8","2020","Bildschirmeingabe","4048","POINT (2687599 1245572.6)"
"WI-2649","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-2649","Obst","6","Obstbäume","8","2020","Bildschirmeingabe","4049","POINT (2687609.5 1245582.2)"
"WI-2650","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-2650","Obst","6","Obstbäume","8","2020","Bildschirmeingabe","4050","POINT (2687598 1245581.1)"
"WI-3004","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Sauergrauch'","Apfel-Obstgehölz 'Sauergrauch'","WI-3004","Obst","6","Obstbäume","8","2023","Bildschirmeingabe","4617","POINT (2687034 1245590.2)"
"WI-3005","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Sternapi'","Apfel-Obstgehölz 'Sternapi'","WI-3005","Obst","6","Obstbäume","8","2023","Bildschirmeingabe","4618","POINT (2687002 1245587.5)"
"WI-3006","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Sauergrauch'","Apfel-Obstgehölz 'Sauergrauch'","WI-3006","Obst","6","Obstbäume","8","2023","Bildschirmeingabe","4619","POINT (2687028.8 1245582.8)"
"WI-3007","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Wehntaler Hagapfel'","Apfel-Obstgehölz 'Wehntaler Hagapfel'","WI-3007","Obst","","nicht zugeordnet","8","2023","Bildschirmeingabe","4620","POINT (2687039.5 1245580)"
"WI-3008","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Bohnapfel'","Apfel-Obstgehölz 'Bohnapfel'","WI-3008","Obst","6","Obstbäume","8","2023","Bildschirmeingabe","4621","POINT (2687049 1245576.9)"
"WI-3009","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Wehntaler Hagapfel'","Apfel-Obstgehölz 'Wehntaler Hagapfel'","WI-3009","Obst","","nicht zugeordnet","8","2023","Bildschirmeingabe","4622","POINT (2687059.5 1245574.4)"
"WI-3010","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-3010","Obst","6","Obstbäume","8","2023","Bildschirmeingabe","4623","POINT (2686999.5 1245574.4)"
"WI-3011","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-3011","Obst","6","Obstbäume","8","2023","Bildschirmeingabe","4624","POINT (2687013 1245577.5)"
"WI-3012","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Wehntaler Hagapfel'","Apfel-Obstgehölz 'Wehntaler Hagapfel'","WI-3012","Obst","","nicht zugeordnet","8","2023","Bildschirmeingabe","4625","POINT (2687072.8 1245562.8)"
"WI-3013","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Sternapi'","Apfel-Obstgehölz 'Sternapi'","WI-3013","Obst","6","Obstbäume","8","2023","Bildschirmeingabe","4626","POINT (2687017.8 1245571.9)"
"WI-3014","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Sternapi'","Apfel-Obstgehölz 'Sternapi'","WI-3014","Obst","6","Obstbäume","8","2023","Bildschirmeingabe","4627","POINT (2687026.8 1245570.5)"
"WI-3015","Parkbaum","Witikon","","Malus","domestica","Malus domestica cv.","Apfel-Obstgehölz, Sorte unbekannt","WI-3015","Obst","6","Obstbäume","8","2023","Bildschirmeingabe","4628","POINT (2687195.2 1245435.9)"
"WI-3163","Parkbaum","Witikon","","Malus","domestica","Malus domestica 'Bohnapfel'","Apfel-Obstgehölz 'Bohnapfel'","WI-3163","Obst","6","Obstbäume","8","2024","Bildschirmeingabe","4716","POINT (2687092 1245557.5)"
"WI-3171","Parkbaum","Witikon","","Quercus","robur","Quercus robur","Stiel-Eiche","WI-3171","Grünanlage","0","nicht zugeordnet","6","1975","Bildschirmeingabe","4778","POINT (2687943.2 1245294.5)"
"WI-1810","Parkbaum","Witikon","Chelleweg 68","Tilia","cordata","Tilia cordata","Winter-Linde","WI-1810","Grünanlage","0","nicht zugeordnet","10","1990","Bildschirmeingabe","16055","POINT (2687278.5 1245499.5)"
"WI-2431","Parkbaum","Witikon","Wiesliacher 81","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","WI-2431","Grünanlage","4","Höhe:10-20m, Breite:<10m","9","1961","Bildschirmeingabe","17554","POINT (2687485.8 1245583.9)"
"WI-2734","Parkbaum","Witikon","Kienastenwiesweg bei 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WI-2734","Grünanlage","4","Höhe:10-20m, Breite:<10m","7","1992","Bildschirmeingabe","17555","POINT (2688152 1245600.1)"
