"poi_id","kategorie","quartier","strasse","baumgattunglat","baumartlat","baumnamelat","baumnamedeu","baumnummer","status","baumtyp","baumtyptext","kronendurchmesser","pflanzjahr","genauigkeit","objectid","geometry"
"EN-7119","Parkbaum","Enge","Seestr., Rieterpark","Sorbus","aucuparia","Sorbus aucuparia","Gemeine Eberesche, Vogelbeerbaum","EN-7119","Grünanlage","0","nicht zugeordnet","1","2025","Bildschirmeingabe","72405","POINT (2682607.8 1245773.8)"
"EN-7016","Parkbaum","Enge","","Pinus","sylvestris","Pinus sylvestris","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","EN-7016","Grünanlage","0","nicht zugeordnet","2","2024","Bildschirmeingabe","73114","POINT (2682484.2 1245798.2)"
"EN-7017","Parkbaum","Enge","Rieterpark","Fagus","sylvatica","Fagus sylvatica","Rotbuche","EN-7017","Grünanlage","0","nicht zugeordnet","3","2025","Bildschirmeingabe","73117","POINT (2682548 1245771.4)"
"EN-7018","Parkbaum","Enge","Rieterpark","Fagus","sylvatica","Fagus sylvatica","Rotbuche","EN-7018","Grünanlage","0","nicht zugeordnet","1","2024","Bildschirmeingabe","73118","POINT (2682547.2 1245776.2)"
"EN-7019","Parkbaum","Enge","Rieterpark","Fagus","sylvatica","Fagus sylvatica","Rotbuche","EN-7019","Grünanlage","0","nicht zugeordnet","1","2025","Bildschirmeingabe","73119","POINT (2682543.8 1245771.2)"
"EN-3757","Parkbaum","Enge","Rieterpark, Gablerstr. 13-15","Aesculus","parviflora","Aesculus parviflora","Strauch-Kastanie","EN-3757","Grünanlage","0","nicht zugeordnet","6","1990","Bildschirmeingabe","73134","POINT (2682492.8 1245785.6)"
"EN-2100","Parkbaum","Enge","Seestr., Rieterpark","Juglans","regia","Juglans regia (rotes Blatt)","Walnuss-Obstgehölz (rotes Blatt)","EN-2100","Grünanlage","6","Obstbäume","1","1982","Bildschirmeingabe","73136","POINT (2682485 1245789.2)"
"EN-7121","Parkbaum","Enge","Seestr., Rieterpark","Magnolia","x soulangeana","Magnolia x soulangeana","Tulpen-Magnolie","EN-7121","Grünanlage","0","nicht zugeordnet","10","1982","Bildschirmeingabe","73137","POINT (2682483 1245795.5)"
"EN-2360","Parkbaum","Enge","Rieterpark","Gleditsia","triacanthos","Gleditsia triacanthos","Gleditschie, Lederhülsenbaum","EN-2360","Grünanlage","0","nicht zugeordnet","8","1999","Eingemessen","77758","POINT (2682597.2 1245812.8)"
"EN-2143","Parkbaum","Enge","Rieterpark","Liquidambar","styraciflua","Liquidambar styraciflua","Amberbaum","EN-2143","Grünanlage","3","Höhe:10-20m, Breite:<10m","13","1964","Eingemessen","77759","POINT (2682568.2 1245866.1)"
"EN-2653","Parkbaum","Enge","Rieterpark, Gablerstr. 13-15","Picea","abies","Picea abies","Rottanne, Fichte","EN-2653","Grünanlage","0","nicht zugeordnet","8","1950","Bildschirmeingabe","78929","POINT (2682590.8 1245808.2)"
"EN-7085","Parkbaum","Enge","Rieterpark, Gablerstr.","Platanus","orientalis","Platanus orientalis 'Minaret'","Orientalische Platane","EN-7085","Grünanlage","0","nicht zugeordnet","2","2024","Bildschirmeingabe","80343","POINT (2682565.2 1245773.6)"
"WO-3461","Parkbaum","Wollishofen","Dunkelhölzlifussweg","Pyrus","communis","Pyrus communis 'Harrow Sweet'","Birne-Obstgehölz 'Harrow Sweet'","WO-3461","Obst","6","Obstbäume","3","2013","Bildschirmeingabe","34120","POINT (2681823.8 1244384.5)"
"WO-3462","Parkbaum","Wollishofen","Dunkelhölzlifussweg","Pyrus","communis","Pyrus communis 'Bayrische Weinbirne'","Birne-Obstgehölz 'Bayrische Weinbirne'","WO-3462","Obst","","nicht zugeordnet","3","2013","Bildschirmeingabe","34121","POINT (2681818.8 1244390.9)"
"WO-3463","Parkbaum","Wollishofen","Dunkelhölzlifussweg","Pyrus","communis","Pyrus communis 'Harrow Sweet'","Birne-Obstgehölz 'Harrow Sweet'","WO-3463","Obst","6","Obstbäume","2","2013","Bildschirmeingabe","34122","POINT (2681815.8 1244397.9)"
"WO-6577","Parkbaum","Wollishofen","Dunkelhölzlifussweg","Juglans","regia (S)","Juglans regia (S)","Walnuss-Obstgehölz (Sämling)","WO-6577","Grünanlage","6","Obstbäume","19","1951","Bildschirmeingabe","39302","POINT (2681823 1244359.1)"
"WO-3212","Parkbaum","Wollishofen","Dunkelhölzlifussweg","Juglans","regia (S)","Juglans regia (S)","Walnuss-Obstgehölz (Sämling)","WO-3212","Grünanlage","6","Obstbäume","12","1993","Bildschirmeingabe","44241","POINT (2681793.2 1244389.8)"
"WO-6854","Parkbaum","Wollishofen","Dunkelhölzliweg","Juglans","regia","Juglans regia 'Winter von Reiten'","Walnuss-Obstgehölz 'Winter von Reiten' (Juglans regia 'Winter von Reiten')","WO-6854","Grünanlage","","nicht zugeordnet","2","2019","Bildschirmeingabe","44242","POINT (2681799.8 1244373.6)"
"WO-6852","Parkbaum","Wollishofen","Dunkelhölzliweg","Juglans","regia","Juglans regia 'Kugel von Triengen'","Walnuss-Obstgehölz 'Kugel von Triengen' (Juglans regia 'Kugel von Triengen')","WO-6852","Grünanlage","","nicht zugeordnet","2","2019","Bildschirmeingabe","44244","POINT (2681826.8 1244379.6)"
"WO-2005","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WO-2005","Grünanlage","0","nicht zugeordnet","23","1930","Bildschirmeingabe","46640","POINT (2681921.5 1244338.5)"
"WO-2267","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2267","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","48562","POINT (2681866.8 1244405.8)"
"WO-2268","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2268","Grünanlage","0","nicht zugeordnet","6","1960","Bildschirmeingabe","48563","POINT (2681871.2 1244404.5)"
"WO-2269","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2269","Grünanlage","0","nicht zugeordnet","6","1960","Bildschirmeingabe","48564","POINT (2681871.2 1244400.8)"
"WO-2270","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2270","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","48565","POINT (2681865.5 1244394.9)"
"WO-2266","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2266","Grünanlage","0","nicht zugeordnet","6","1960","Bildschirmeingabe","48566","POINT (2681863 1244405.8)"
"WO-2294","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WO-2294","Grünanlage","0","nicht zugeordnet","14","1960","Bildschirmeingabe","48567","POINT (2681848 1244354.5)"
"WO-2300","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2300","Grünanlage","0","nicht zugeordnet","6","1970","Bildschirmeingabe","48568","POINT (2681883.5 1244329)"
"WO-2299","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2299","Grünanlage","0","nicht zugeordnet","6","1970","Bildschirmeingabe","48569","POINT (2681885.2 1244326.5)"
"WO-2308","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2308","Grünanlage","0","nicht zugeordnet","6","1970","Bildschirmeingabe","48570","POINT (2681912.5 1244312)"
"WO-2316","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-2316","Grünanlage","0","nicht zugeordnet","12","1960","Bildschirmeingabe","48571","POINT (2681952 1244289.1)"
"WO-2324","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2324","Grünanlage","4","Höhe:10-20m, Breite:<10m","17","1960","Bildschirmeingabe","48592","POINT (2681960.5 1244302)"
"WO-2236","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Prunus","lusitanica","Prunus lusitanica","Portugiesische Lorbeer-Kirsche","WO-2236","Grünanlage","0","nicht zugeordnet","5","1975","Bildschirmeingabe","48596","POINT (2681899.2 1244392.9)"
"WO-2237","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2237","Grünanlage","0","nicht zugeordnet","4","1975","Bildschirmeingabe","48597","POINT (2681903.2 1244389)"
"WO-2537","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Cornus","kousa","Cornus kousa","Japanischer Blumen-Hartriegel","WO-2537","Grünanlage","0","nicht zugeordnet","4","1980","Bildschirmeingabe","48598","POINT (2681944.2 1244398.9)"
"WO-2252","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2252","Grünanlage","4","Höhe:10-20m, Breite:<10m","19","1920","Bildschirmeingabe","48599","POINT (2681915.2 1244366.5)"
"WO-2540","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","palmatum","Acer palmatum","Fächer-Ahorn","WO-2540","Grünanlage","0","nicht zugeordnet","7","1975","Bildschirmeingabe","48600","POINT (2681920.5 1244359.6)"
"WO-2542","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2542","Grünanlage","0","nicht zugeordnet","6","1960","Bildschirmeingabe","48601","POINT (2681926.5 1244354)"
"WO-2546","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Cornus","kousa","Cornus kousa","Japanischer Blumen-Hartriegel","WO-2546","Grünanlage","0","nicht zugeordnet","3","1990","Bildschirmeingabe","48602","POINT (2681939.5 1244372.5)"
"WO-2579","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2579","Grünanlage","0","nicht zugeordnet","5","1970","Bildschirmeingabe","48603","POINT (2681956.5 1244330.9)"
"WO-2569","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2569","Grünanlage","0","nicht zugeordnet","5","1970","Bildschirmeingabe","48607","POINT (2682002.2 1244284.8)"
"WO-2583","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","palmatum","Acer palmatum","Fächer-Ahorn","WO-2583","Grünanlage","0","nicht zugeordnet","7","1980","Bildschirmeingabe","48614","POINT (2682015.8 1244396.1)"
"WO-2524","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","palmatum","Acer palmatum","Fächer-Ahorn","WO-2524","Grünanlage","0","nicht zugeordnet","4","1975","Bildschirmeingabe","48616","POINT (2681996.5 1244414.6)"
"WO-2454","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WO-2454","Grünanlage","0","nicht zugeordnet","22","1930","Bildschirmeingabe","52882","POINT (2681927 1244335.6)"
"WO-2134","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-2134","Grünanlage","0","nicht zugeordnet","14","1950","Bildschirmeingabe","53102","POINT (2681844.8 1244386.4)"
"WO-2533","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-2533","Grünanlage","0","nicht zugeordnet","10","1975","Bildschirmeingabe","53103","POINT (2681990.2 1244381.5)"
"WO-2532","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-2532","Grünanlage","0","nicht zugeordnet","10","1970","Bildschirmeingabe","53104","POINT (2681996.8 1244390.4)"
"WO-2332","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2332","Grünanlage","4","Höhe:10-20m, Breite:<10m","15","1960","Bildschirmeingabe","53111","POINT (2681982 1244270.6)"
"WO-2285","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-2285","Grünanlage","0","nicht zugeordnet","16","1960","Bildschirmeingabe","53129","POINT (2681844.5 1244361.8)"
"WO-2322","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2322","Grünanlage","4","Höhe:10-20m, Breite:<10m","17","1960","Bildschirmeingabe","53243","POINT (2681959.8 1244291.5)"
"WO-2333","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2333","Grünanlage","4","Höhe:10-20m, Breite:<10m","15","1960","Bildschirmeingabe","53244","POINT (2681979.8 1244273)"
"WO-2334","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2334","Grünanlage","4","Höhe:10-20m, Breite:<10m","15","1960","Bildschirmeingabe","53245","POINT (2681986.5 1244265.9)"
"WO-2336","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2336","Grünanlage","4","Höhe:10-20m, Breite:<10m","16","1960","Bildschirmeingabe","53246","POINT (2681991 1244279.4)"
"WO-2337","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2337","Grünanlage","0","nicht zugeordnet","7","1965","Bildschirmeingabe","53247","POINT (2681998.8 1244265.4)"
"WO-2446","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-2446","Grünanlage","0","nicht zugeordnet","12","1970","Bildschirmeingabe","53261","POINT (2681974 1244264.2)"
"WO-2447","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-2447","Grünanlage","0","nicht zugeordnet","13","1960","Bildschirmeingabe","53262","POINT (2681970 1244267.9)"
"WO-2448","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2448","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","53263","POINT (2681965.8 1244272.8)"
"WO-2568","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2568","Grünanlage","0","nicht zugeordnet","5","1970","Bildschirmeingabe","53264","POINT (2682000.5 1244286.2)"
"WO-3325","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-3325","Grünanlage","0","nicht zugeordnet","5","2003","Bildschirmeingabe","53265","POINT (2681971 1244275)"
"WO-2004","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WO-2004","Grünanlage","0","nicht zugeordnet","22","1930","Bildschirmeingabe","53287","POINT (2681945.2 1244337)"
"WO-2127","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Parrotia","persica","Parrotia persica","Parrotie, Eisenholzbaum","WO-2127","Grünanlage","0","nicht zugeordnet","2","2005","Bildschirmeingabe","53288","POINT (2681853.2 1244408.2)"
"WO-2130","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Crataegus","monogyna","Crataegus monogyna","Eingriffliger Weissdorn","WO-2130","Grünanlage","0","nicht zugeordnet","5","1995","Bildschirmeingabe","53289","POINT (2681836.8 1244411.4)"
"WO-2136","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2136","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","53290","POINT (2681861.8 1244401.1)"
"WO-2231","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Picea","orientalis","Picea orientalis","Sapindus-Fichte, Orientalische Fichte","WO-2231","Grünanlage","0","nicht zugeordnet","10","1950","Bildschirmeingabe","53291","POINT (2681878.8 1244411.1)"
"WO-2232","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Picea","orientalis","Picea orientalis","Sapindus-Fichte, Orientalische Fichte","WO-2232","Grünanlage","0","nicht zugeordnet","9","1965","Bildschirmeingabe","53292","POINT (2681881.2 1244413.1)"
"WO-2233","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Picea","orientalis","Picea orientalis","Sapindus-Fichte, Orientalische Fichte","WO-2233","Grünanlage","0","nicht zugeordnet","9","1950","Bildschirmeingabe","53293","POINT (2681885.8 1244409)"
"WO-2234","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Chamaecyparis","obtusa","Chamaecyparis obtusa 'Drath'","Hinoki-Scheinzypresse","WO-2234","Grünanlage","0","nicht zugeordnet","3","1970","Bildschirmeingabe","53294","POINT (2681891.5 1244404.1)"
"WO-2235","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2235","Grünanlage","0","nicht zugeordnet","5","1960","Bildschirmeingabe","53295","POINT (2681894.8 1244399.2)"
"WO-2250","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Parrotia","persica","Parrotia persica","Parrotie, Eisenholzbaum","WO-2250","Grünanlage","0","nicht zugeordnet","6","1960","Bildschirmeingabe","53296","POINT (2681893.2 1244378)"
"WO-2260","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Magnolia","x soulangeana","Magnolia x soulangeana","Tulpen-Magnolie","WO-2260","Grünanlage","0","nicht zugeordnet","9","1975","Bildschirmeingabe","53297","POINT (2681866.5 1244356.9)"
"WO-2261","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Aesculus","parviflora","Aesculus parviflora","Strauch-Kastanie","WO-2261","Grünanlage","0","nicht zugeordnet","5","1980","Bildschirmeingabe","53298","POINT (2681852.2 1244363.1)"
"WO-2262","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2262","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","53299","POINT (2681868.8 1244408.8)"
"WO-2263","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2263","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","53300","POINT (2681869.8 1244407.1)"
"WO-2264","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","palmatum","Acer palmatum","Fächer-Ahorn","WO-2264","Grünanlage","0","nicht zugeordnet","4","1970","Bildschirmeingabe","53301","POINT (2681870.2 1244408.9)"
"WO-2265","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2265","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","53302","POINT (2681861 1244392.2)"
"WO-2272","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2272","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","53303","POINT (2681873 1244394.8)"
"WO-2277","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2277","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","53304","POINT (2681857.2 1244383.5)"
"WO-2281","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-2281","Grünanlage","0","nicht zugeordnet","11","1975","Bildschirmeingabe","53305","POINT (2681841.2 1244381.1)"
"WO-2282","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Thuja","occidentalis","Thuja occidentalis 'Fastigiata'","Abendländischer Lebensbaum","WO-2282","Grünanlage","0","nicht zugeordnet","2","1990","Bildschirmeingabe","53306","POINT (2681854.8 1244371.6)"
"WO-2287","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2287","Grünanlage","4","Höhe:10-20m, Breite:<10m","13","1960","Bildschirmeingabe","53307","POINT (2681830.2 1244369.1)"
"WO-2288","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WO-2288","Grünanlage","0","nicht zugeordnet","15","1960","Bildschirmeingabe","53308","POINT (2681833.2 1244365.5)"
"WO-2289","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","WO-2289","Grünanlage","0","nicht zugeordnet","14","1960","Bildschirmeingabe","53309","POINT (2681836.8 1244362.6)"
"WO-2292","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","WO-2292","Grünanlage","0","nicht zugeordnet","12","1960","Bildschirmeingabe","53310","POINT (2681841.5 1244359.1)"
"WO-2295","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2295","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","53311","POINT (2681855.5 1244349.8)"
"WO-2298","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2298","Grünanlage","4","Höhe:10-20m, Breite:<10m","9","1975","Bildschirmeingabe","53312","POINT (2681872.5 1244337.6)"
"WO-2303","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2303","Grünanlage","0","nicht zugeordnet","7","1960","Bildschirmeingabe","53313","POINT (2681902 1244317.4)"
"WO-2304","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2304","Grünanlage","0","nicht zugeordnet","6","1970","Bildschirmeingabe","53314","POINT (2681891 1244323.5)"
"WO-2305","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2305","Grünanlage","0","nicht zugeordnet","6","1970","Bildschirmeingabe","53315","POINT (2681894.5 1244322)"
"WO-2306","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2306","Grünanlage","0","nicht zugeordnet","6","1970","Bildschirmeingabe","53316","POINT (2681900 1244318.2)"
"WO-2307","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2307","Grünanlage","0","nicht zugeordnet","6","1960","Bildschirmeingabe","53317","POINT (2681906.2 1244314.6)"
"WO-2311","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","palmatum","Acer palmatum","Fächer-Ahorn","WO-2311","Grünanlage","0","nicht zugeordnet","9","1975","Bildschirmeingabe","53318","POINT (2681933 1244306)"
"WO-2312","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2312","Grünanlage","0","nicht zugeordnet","8","1960","Bildschirmeingabe","53319","POINT (2681936.8 1244296)"
"WO-2317","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2317","Grünanlage","4","Höhe:10-20m, Breite:<10m","17","1960","Bildschirmeingabe","53320","POINT (2681950 1244300)"
"WO-2318","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2318","Grünanlage","4","Höhe:10-20m, Breite:<10m","17","1960","Bildschirmeingabe","53321","POINT (2681949.5 1244301.5)"
"WO-2319","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Gleditsia","triacanthos","Gleditsia triacanthos","Gleditschie, Lederhülsenbaum","WO-2319","Grünanlage","0","nicht zugeordnet","15","1950","Bildschirmeingabe","53322","POINT (2681942.8 1244292)"
"WO-2399","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","WO-2399","Grünanlage","4","Höhe:10-20m, Breite:<10m","16","1960","Bildschirmeingabe","53325","POINT (2682018.5 1244312.2)"
"WO-2450","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","palmatum","Acer palmatum","Fächer-Ahorn","WO-2450","Grünanlage","0","nicht zugeordnet","7","1970","Bildschirmeingabe","53326","POINT (2681931 1244317.2)"
"WO-2452","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WO-2452","Grünanlage","0","nicht zugeordnet","22","1930","Bildschirmeingabe","53327","POINT (2681932.8 1244322)"
"WO-2453","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WO-2453","Grünanlage","0","nicht zugeordnet","22","1930","Bildschirmeingabe","53328","POINT (2681930.2 1244326.8)"
"WO-2456","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WO-2456","Grünanlage","0","nicht zugeordnet","22","1930","Bildschirmeingabe","53329","POINT (2681910.5 1244337.9)"
"WO-2457","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Fagus","sylvatica","Fagus sylvatica","Rotbuche","WO-2457","Grünanlage","0","nicht zugeordnet","23","1930","Bildschirmeingabe","53330","POINT (2681905 1244347.5)"
"WO-2461","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","palmatum","Acer palmatum","Fächer-Ahorn","WO-2461","Grünanlage","0","nicht zugeordnet","8","1975","Bildschirmeingabe","53331","POINT (2681883.8 1244342.4)"
"WO-2462","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Acer","palmatum","Acer palmatum 'Ôsakazuki'","Fächer-Ahorn","WO-2462","Grünanlage","0","nicht zugeordnet","8","1980","Bildschirmeingabe","53332","POINT (2681874.2 1244352.5)"
"WO-2529","Parkbaum","Wollishofen","FH Manegg, Thujastr. 60","Taxus","baccata","Taxus baccata","Eibe, Gewöhnliche Eibe","WO-2529","Grünanlage","0","nicht zugeordnet","5","1965","Bildschirmeingabe","53333","POINT (2682009.5 1244389.1)"
