Longitude,Latitude
9.008610,46.035000
9.009170,46.030800
9.011670,46.028100
9.014160,46.025300
9.016660,46.022500
9.020000,46.020000
9.022510,46.017200
9.025830,46.015000
9.028890,46.012800
9.031390,46.009700
9.033330,46.006700
9.033890,46.002500
9.032930,46.000000
9.032500,45.998900
9.029720,45.996100
9.026380,45.993900
9.022220,45.992200
9.018890,45.990000
9.015000,45.988100
9.011670,45.985800
9.007510,45.983900
9.004170,45.981900
9.000840,45.979700
9.000000,45.978900
8.998060,45.976900
8.996670,45.973300
8.998610,45.970300
9.000000,45.968700
9.001110,45.967500
9.005000,45.965600
9.009450,45.964200
9.014160,45.962500
9.016660,45.959700
9.015840,45.955800
9.015000,45.951700
9.015550,45.947500
9.017500,45.944200
9.021120,45.942500
9.023060,45.939200
9.024990,45.935800
9.028060,45.933600
9.031940,45.931700
9.037220,45.930600
9.041950,45.929200
9.046940,45.928300
9.052220,45.927200
9.057500,45.926100
9.062780,45.925300
9.066670,45.924200
9.069170,45.922500
9.071110,45.919200
9.074170,45.916700
9.079440,45.915800
9.081390,45.912500
9.081120,45.908000
9.082220,45.904400
9.085560,45.901900
9.085560,45.899200
9.083890,45.895600
9.081390,45.892800
9.078610,45.890300
9.075270,45.887500
9.072500,45.884700
9.069170,45.882500
9.065830,45.880300
9.062500,45.878000
9.058340,45.876400
9.055560,45.873600
9.053600,45.870600
9.051390,45.867200
9.050830,45.863100
9.050550,45.858600
9.051670,45.855000
9.049730,45.851900
9.046940,45.849200
9.044160,45.846400
9.041380,45.843900
9.038900,45.841100
9.036670,45.837800
9.036670,45.833100
9.036940,45.829200
9.035550,45.825600
9.031660,45.823600
9.026380,45.823100
9.021120,45.822200
9.016390,45.820800
9.011950,45.820600
9.005830,45.820800
9.001940,45.822800
9.000000,45.825100
8.999450,45.825800
8.998340,45.829400
8.995830,45.832200
8.992490,45.834400
8.989440,45.836900
8.984730,45.835600
8.980000,45.834200
8.976100,45.832500
8.970840,45.831700
8.965560,45.832800
8.963060,45.835600
8.962490,45.839400
8.960830,45.842800
8.956940,45.844700
8.951110,45.845300
8.945010,45.845000
8.940280,45.843600
8.936390,45.841700
8.932490,45.840000
8.928330,45.838300
8.925000,45.835800
8.921660,45.833900
8.917220,45.833100
8.915280,45.836700
8.916110,45.840800
8.918880,45.843300
8.920840,45.846700
8.922770,45.849400
8.925000,45.853100
8.926940,45.856100
8.929170,45.859700
8.931940,45.862500
8.933880,45.865600
8.936110,45.868900
8.936660,45.872500
8.936390,45.876700
8.934450,45.880300
8.932490,45.883300
8.930560,45.886700
8.929440,45.890300
8.928330,45.894200
8.927780,45.897200
8.926670,45.900800
8.925280,45.903600
8.923340,45.907000
8.920840,45.910300
8.918330,45.913100
8.915280,45.915300
8.912500,45.918100
8.909440,45.920300
8.906950,45.923000
8.903610,45.925600
8.900560,45.927800
8.898600,45.931100
8.896670,45.934400
8.898050,45.938000
8.899720,45.941700
8.900280,45.945600
8.900010,45.949700
8.898050,45.953100
8.895550,45.955800
8.891660,45.957800
8.886950,45.959200
8.881670,45.960300
8.876660,45.961100
8.871950,45.962500
8.868060,45.964400
8.863610,45.965800
8.859720,45.967800
8.854990,45.968900
8.851940,45.971700
8.848050,45.973300
8.844160,45.975300
8.842220,45.976700
8.838330,45.978600
8.834440,45.980600
8.830550,45.982500
8.826670,45.983900
8.821940,45.985800
8.817500,45.987200
8.813060,45.988600
8.811110,45.989200
8.805000,45.989700
8.798610,45.989700
8.791940,45.989700
8.785280,45.990000
8.786660,45.992800
8.788890,45.995800
8.791670,45.998600
8.792550,46.000000
8.793610,46.001700
8.794450,46.005600
8.795280,46.009700
8.795830,46.013900
8.796670,46.017800
8.798890,46.021400
8.800270,46.025000
8.804170,46.026700
8.808330,46.028300
8.812220,46.030300
8.816940,46.031400
8.820280,46.033900
8.823610,46.036100
8.825830,46.039200
8.827770,46.042200
8.829720,46.045600
8.831390,46.049200
8.834730,46.051400
8.841110,46.051400
8.846390,46.052200
8.850000,46.054400
8.852510,46.056900
8.853330,46.061100
8.852780,46.065300
8.851670,46.068900
8.850550,46.072200
8.848620,46.075800
8.846660,46.079200
8.844160,46.081700
8.840830,46.084200
8.837780,46.086700
8.835280,46.089400
8.831940,46.091700
8.828610,46.093900
8.826110,46.096700
8.822220,46.098600
8.818330,46.100600
8.813060,46.101700
8.807220,46.100800
8.801940,46.100300
8.797770,46.098600
8.793900,46.096700
8.789170,46.095300
8.783890,46.096400
8.779450,46.097800
8.775560,46.099400
8.770280,46.100800
8.764450,46.101400
8.761100,46.103600
8.758620,46.106100
8.756660,46.109700
8.754730,46.112800
8.753610,46.116700
8.751660,46.119700
8.747220,46.121100
8.743890,46.118900
8.741120,46.116400
8.737770,46.114200
8.734450,46.111700
8.731110,46.109400
8.726940,46.107500
8.723610,46.105600
8.719720,46.103600
8.715010,46.102200
8.709730,46.101700
8.704450,46.100800
8.697780,46.100800
8.691950,46.101400
8.688060,46.103300
8.684720,46.105600
8.682220,46.108300
8.679730,46.111100
8.676390,46.113600
8.670560,46.113100
8.665830,46.111700
8.660560,46.111700
8.656670,46.113900
8.654170,46.116700
8.650830,46.118900
8.648340,46.121700
8.644450,46.123600
8.638330,46.123900
8.632500,46.123600
8.627770,46.122500
8.623060,46.121100
8.617780,46.120300
8.613890,46.122200
8.612770,46.125800
8.613610,46.130000
8.613610,46.134400
8.612500,46.138000
8.608610,46.140000
8.603890,46.141400
8.601390,46.144200
8.598890,46.146900
8.599730,46.151100
8.600270,46.155300
8.600550,46.159700
8.599160,46.163300
8.595280,46.165300
8.590830,46.166700
8.585550,46.167800
8.580290,46.168600
8.575830,46.170300
8.573050,46.173100
8.570000,46.175300
8.568610,46.178900
8.566110,46.181700
8.563610,46.184500
8.561100,46.187200
8.557780,46.189700
8.554440,46.191900
8.551380,46.194200
8.547220,46.196100
8.543330,46.198100
8.539440,46.200300
8.536950,46.203100
8.535000,46.206400
8.534450,46.210600
8.533330,46.214200
8.530010,46.216900
8.526940,46.218900
8.522220,46.220300
8.515560,46.220800
8.509160,46.220800
8.503880,46.221700
8.500560,46.224200
8.496670,46.226100
8.491950,46.227500
8.486110,46.228100
8.480280,46.228600
8.475000,46.229400
8.469720,46.230500
8.463610,46.231100
8.460560,46.233300
8.460000,46.237500
8.457220,46.240300
8.454170,46.242500
8.449440,46.243900
8.445560,46.245800
8.444450,46.248600
8.445000,46.252800
8.447230,46.255600
8.448620,46.259400
8.450550,46.262800
8.450830,46.267200
8.450280,46.271400
8.447500,46.274200
8.445840,46.277200
8.443060,46.280000
8.440560,46.282800
8.437220,46.285300
8.435280,46.288300
8.434160,46.291100
8.435000,46.295000
8.436940,46.298300
8.438330,46.302200
8.439720,46.305800
8.441110,46.309400
8.442500,46.312800
8.443340,46.317200
8.445560,46.320300
8.447500,46.323300
8.450280,46.326100
8.453060,46.328900
8.455560,46.331700
8.458340,46.334200
8.459170,46.338300
8.458610,46.342500
8.457220,46.346100
8.457500,46.350800
8.458880,46.354400
8.460840,46.357500
8.463050,46.360800
8.464440,46.364400
8.465830,46.368100
8.465830,46.372500
8.466120,46.377200
8.464730,46.380600
8.464160,46.385000
8.463610,46.389200
8.464440,46.393100
8.466670,46.396400
8.466670,46.400000
8.466120,46.404200
8.463610,46.406900
8.462230,46.410600
8.461110,46.414200
8.459720,46.417800
8.458610,46.421700
8.457220,46.425300
8.457500,46.428900
8.458060,46.433100
8.459720,46.436700
8.461110,46.440300
8.461660,46.444400
8.461110,46.448600
8.460000,46.452200
8.457500,46.455000
8.454720,46.457800
8.451670,46.460000
8.447500,46.462000
8.442220,46.462800
8.436390,46.463300
8.430270,46.463100
8.425830,46.461700
8.421120,46.460300
8.416390,46.459200
8.411670,46.457800
8.406390,46.456700
8.401110,46.456100
8.395830,46.455300
8.389720,46.454700
8.383890,46.454400
8.377780,46.453900
8.371110,46.454200
8.365270,46.453600
8.361100,46.451900
8.357230,46.450000
8.353060,46.447800
8.349720,46.445600
8.346400,46.443100
8.342500,46.441700
8.338890,46.439400
8.336390,46.436700
8.332220,46.435000
8.333060,46.434700
8.331670,46.434400
8.328330,46.432200
8.325000,46.430000
8.320840,46.428100
8.316950,46.426400
8.312210,46.425000
8.306110,46.424700
8.302780,46.422500
8.299990,46.419700
8.298050,46.416400
8.296670,46.412800
8.298600,46.409700
8.302490,46.407800
8.306390,46.405800
8.311120,46.404400
8.313600,46.401700
8.315560,46.398600
8.314720,46.394400
8.313330,46.390800
8.310550,46.388100
8.307230,46.385800
8.304720,46.383100
8.301950,46.380300
8.299170,46.377800
8.295830,46.375300
8.291660,46.373600
8.287790,46.371900
8.283890,46.369700
8.279730,46.368300
8.273880,46.367800
8.267780,46.367200
8.263890,46.365600
8.261110,46.363100
8.260270,46.358900
8.258880,46.355300
8.257500,46.351700
8.254720,46.348900
8.250830,46.347200
8.245560,46.346100
8.238900,46.346400
8.235000,46.344400
8.231660,46.342200
8.228890,46.339400
8.226110,46.336900
8.224720,46.333100
8.222780,46.330000
8.220550,46.326900
8.218050,46.324200
8.215270,46.321400
8.212500,46.318600
8.209720,46.316100
8.207780,46.312800
8.204440,46.310600
8.200270,46.308600
8.196380,46.307000
8.191100,46.305800
8.185840,46.305300
8.180560,46.304400
8.177220,46.302200
8.173050,46.300300
8.167770,46.299200
8.161100,46.299200
8.155840,46.300600
8.150560,46.301400
8.144170,46.301700
8.139440,46.300300
8.135270,46.298300
8.131400,46.296400
8.128050,46.294400
8.124160,46.292500
8.120560,46.290300
8.117220,46.288100
8.113890,46.285600
8.111390,46.282800
8.108050,46.280800
8.105270,46.278000
8.102490,46.275000
8.099720,46.271900
8.097220,46.269200
8.095000,46.266400
8.092500,46.263600
8.090270,46.260600
8.090840,46.256400
8.095000,46.254400
8.099440,46.253100
8.104720,46.252200
8.108610,46.250300
8.111940,46.247800
8.115280,46.245600
8.117220,46.242500
8.118330,46.238600
8.121110,46.235800
8.124160,46.233600
8.128050,46.231700
8.132780,46.230300
8.136660,46.228600
8.140000,46.226100
8.141940,46.223100
8.143890,46.219700
8.144440,46.215500
8.145560,46.211900
8.146110,46.207800
8.147490,46.204200
8.149450,46.200800
8.151380,46.197800
8.153890,46.195000
8.156390,46.192200
8.158330,46.188900
8.158890,46.185000
8.159440,46.180800
8.158890,46.176700
8.156120,46.173900
8.152770,46.171700
8.150000,46.168900
8.148610,46.165300
8.150560,46.162200
8.150560,46.157500
8.150270,46.153100
8.148880,46.149400
8.146400,46.146700
8.143050,46.144400
8.138890,46.142500
8.135000,46.140800
8.130280,46.139400
8.125000,46.138600
8.121110,46.136700
8.118330,46.134200
8.115560,46.131400
8.113600,46.128100
8.112210,46.124400
8.110280,46.121100
8.107500,46.118300
8.104720,46.115800
8.102220,46.113100
8.098050,46.111400
8.093610,46.110000
8.088880,46.108600
8.084170,46.107500
8.078890,46.106700
8.075000,46.105600
8.071110,46.105800
8.064440,46.105800
8.058610,46.105300
8.053330,46.104400
8.048620,46.103100
8.045270,46.100800
8.042500,46.098100
8.040560,46.095000
8.039170,46.091400
8.037220,46.088100
8.035830,46.084400
8.033620,46.081400
8.032230,46.077800
8.030270,46.074400
8.029450,46.070600
8.028060,46.066700
8.028060,46.062200
8.029450,46.058600
8.031940,46.055800
8.034440,46.053100
8.037780,46.050600
8.038900,46.046900
8.038330,46.043100
8.035550,46.040300
8.031660,46.038300
8.027770,46.036700
8.024440,46.034200
8.020280,46.032500
8.017780,46.029700
8.015550,46.026700
8.015550,46.021900
8.015550,46.017500
8.014720,46.013300
8.011950,46.010800
8.008610,46.008300
8.004720,46.006700
8.001390,46.004400
8.000000,46.003500
7.986310,46.000000
7.987500,46.000300
7.992780,46.001400
7.998060,46.002200
8.000000,46.003500
7.986310,46.000000
7.982770,45.999200
7.978330,45.997800
7.973050,45.996900
7.966950,45.996100
7.961100,45.995600
7.955280,45.995300
7.950000,45.994200
7.943330,45.994400
7.936660,45.994400
7.930280,45.994400
7.923610,45.994400
7.916950,45.994400
7.911120,45.994200
7.906390,45.992800
7.902490,45.991100
7.899720,45.988300
7.897220,45.985500
7.893890,45.983300
7.890000,45.981100
7.885830,45.979700
7.881940,45.977800
7.879160,45.975300
7.876660,45.972500
7.875270,45.968900
7.874450,45.964700
7.875000,45.960600
7.874450,45.956400
7.872220,45.953300
7.869170,45.951100
7.866390,45.948300
7.865550,45.945000
7.867510,45.941900
7.869440,45.938600
7.869990,45.934400
7.869440,45.930600
7.868060,45.926700
7.866120,45.923600
7.863340,45.920800
7.858610,45.919400
7.852780,45.920000
7.848340,45.921400
7.844450,45.923300
7.839720,45.924700
7.835830,45.926700
7.830550,45.927500
7.824720,45.927200
7.819440,45.926100
7.814160,45.925300
7.810280,45.923600
7.806100,45.921700
7.801660,45.920300
7.796380,45.919400
7.791100,45.919400
7.787230,45.921400
7.783890,45.923600
7.781380,45.926400
7.779450,45.929700
7.777490,45.932800
7.774720,45.935600
7.772230,45.938300
7.768340,45.940300
7.763060,45.941100
7.757230,45.940800
7.752500,45.939400
7.749170,45.937200
7.745830,45.935000
7.743330,45.932200
7.740000,45.930000
7.735840,45.928100
7.731400,45.926700
7.724730,45.926900
7.720270,45.928300
7.716950,45.930600
7.713600,45.932800
7.711120,45.935600
7.709730,45.939200
7.709160,45.943100
7.710000,45.947500
7.709160,45.951700
7.706110,45.953900
7.701400,45.955300
7.696120,45.956100
7.690840,45.957200
7.686400,45.958600
7.681120,45.959400
7.678610,45.961400
7.678340,45.961400
7.672500,45.964400
7.668060,45.967500
7.665550,45.970000
7.663050,45.972800
7.659720,45.975300
7.656380,45.977500
7.653060,45.980000
7.647500,45.981100
7.642500,45.980600
7.637510,45.979700
7.632230,45.979700
7.626670,45.979400
7.621390,45.979400
7.616390,45.978600
7.611110,45.978600
7.605550,45.978300
7.599730,45.978900
7.593610,45.979200
7.588050,45.980600
7.582500,45.981900
7.578880,45.983300
7.574720,45.985300
7.570840,45.987800
7.566670,45.989700
7.561100,45.991100
7.555550,45.990800
7.550270,45.990800
7.545830,45.989400
7.541940,45.987800
7.539440,45.984500
7.536660,45.981700
7.534720,45.977500
7.534170,45.973600
7.534450,45.969700
7.534720,45.965800
7.531110,45.963600
7.526940,45.962500
7.521950,45.961700
7.516110,45.962200
7.510550,45.961900
7.504720,45.962500
7.499720,45.961700
7.494440,45.961700
7.490000,45.960300
7.485560,45.959200
7.481670,45.957200
7.478340,45.955000
7.475270,45.952200
7.472500,45.949400
7.469170,45.946900
7.465280,45.945300
7.461950,45.943100
7.458060,45.941100
7.454170,45.939400
7.449440,45.937800
7.445560,45.935800
7.441670,45.934200
7.437510,45.933100
7.433620,45.931100
7.429720,45.929400
7.425280,45.928100
7.421390,45.926400
7.416940,45.925300
7.413060,45.923300
7.408610,45.922200
7.404720,45.920300
7.400840,45.918600
7.396380,45.917500
7.393330,45.916100
7.389170,45.915600
7.384450,45.915000
7.378880,45.914700
7.373330,45.916100
7.367500,45.917500
7.362780,45.918900
7.356390,45.920000
7.350000,45.920800
7.344440,45.920800
7.338890,45.920600
7.334170,45.920000
7.329170,45.919200
7.324730,45.919400
7.318060,45.920300
7.313330,45.922000
7.306950,45.922800
7.300280,45.923900
7.295550,45.923000
7.291110,45.922000
7.287220,45.920000
7.283330,45.918300
7.280000,45.916100
7.276660,45.913600
7.273330,45.911400
7.269990,45.909200
7.266390,45.906700
7.262500,45.905000
7.258340,45.903600
7.254440,45.901900
7.250000,45.900800
7.245000,45.900000
7.240280,45.899400
7.235280,45.898600
7.230270,45.898100
7.226670,45.896900
7.222220,45.895800
7.217500,45.895000
7.213060,45.893900
7.208610,45.892800
7.205830,45.890300
7.203050,45.887500
7.199730,45.885000
7.196950,45.881900
7.193060,45.880600
7.188620,45.879200
7.183060,45.879200
7.177490,45.880300
7.171940,45.881700
7.166110,45.882800
7.159720,45.883900
7.153340,45.884700
7.148060,45.884400
7.143050,45.883900
7.138050,45.883100
7.133880,45.881900
7.128890,45.881100
7.123340,45.881100
7.117490,45.880600
7.111390,45.881400
7.105000,45.881900
7.099440,45.883600
7.095280,45.885600
7.091110,45.887500
7.087790,45.889700
7.084440,45.892200
7.081120,45.894400
7.077780,45.896900
7.075270,45.899400
7.071950,45.901900
7.068600,45.904200
7.066120,45.907000
7.062780,45.909200
7.060270,45.911900
7.057500,45.914700
7.054990,45.917500
7.052510,45.920000
7.050550,45.923000
7.048050,45.925800
7.045560,45.928600
7.043610,45.930600
7.039170,45.931700
7.039170,45.932200
7.039990,45.932200
7.036940,45.933900
7.033620,45.936100
7.031110,45.938900
7.029450,45.941900
7.027500,45.945000
7.028060,45.949200
7.029450,45.953600
7.030840,45.958100
7.030550,45.961900
7.028610,45.965000
7.024720,45.966900
7.019710,45.968600
7.014720,45.970300
7.009990,45.971700
7.006670,45.974200
7.005550,45.977500
7.008900,45.980000
7.011670,45.982500
7.013060,45.987200
7.011380,45.990300
7.010280,45.993300
7.008610,45.996700
7.005830,45.999500
7.004720,46.000000
7.001940,46.001400
7.000000,46.002300
6.997770,46.003300
6.994450,46.005600
6.991100,46.008100
6.988330,46.010800
6.985000,46.013100
6.981670,46.015300
6.979170,46.017800
6.975830,46.020600
6.973330,46.023300
6.970000,46.025800
6.967500,46.028600
6.964170,46.030800
6.960830,46.033300
6.957500,46.035600
6.954160,46.038100
6.950840,46.040300
6.947490,46.042800
6.944170,46.045000
6.940830,46.047200
6.938050,46.050000
6.935560,46.052800
6.933060,46.055300
6.931940,46.058600
6.930830,46.062200
6.929170,46.065300
6.922770,46.066100
6.917780,46.065600
6.913890,46.063600
6.909440,46.062500
6.905560,46.060600
6.901670,46.058600
6.898330,46.056400
6.894440,46.054700
6.891110,46.052500
6.887220,46.050600
6.881940,46.050600
6.876950,46.051900
6.871380,46.051900
6.866670,46.053600
6.864730,46.056700
6.864440,46.060000
6.865000,46.064400
6.866940,46.068100
6.869170,46.071700
6.871950,46.074700
6.874450,46.078000
6.876660,46.081400
6.876390,46.085300
6.873880,46.088100
6.868890,46.089400
6.865550,46.092000
6.864730,46.095300
6.867510,46.098100
6.871380,46.100000
6.875270,46.101700
6.879160,46.103600
6.881390,46.107000
6.883330,46.110800
6.884440,46.115300
6.886400,46.119200
6.886110,46.123000
6.884440,46.126100
6.879440,46.127800
6.873610,46.128100
6.867510,46.128100
6.861110,46.129400
6.854990,46.129400
6.849440,46.130600
6.843880,46.131900
6.839720,46.134200
6.835550,46.136100
6.831390,46.138000
6.825830,46.138000
6.821120,46.137200
6.815550,46.137200
6.809720,46.137500
6.804440,46.138000
6.800270,46.140300
6.794720,46.141400
6.788050,46.142200
6.785550,46.145000
6.783890,46.148100
6.783610,46.151900
6.783340,46.155600
6.782220,46.158900
6.781110,46.162500
6.780830,46.166100
6.783340,46.169500
6.786110,46.172500
6.788890,46.175300
6.791390,46.178600
6.793060,46.182500
6.795000,46.186700
6.796110,46.191100
6.796670,46.195300
6.796380,46.198900
6.796110,46.202800
6.795280,46.206100
6.794170,46.209400
6.794720,46.213600
6.795280,46.217800
6.796950,46.221700
6.799450,46.225000
6.802230,46.228100
6.804440,46.231100
6.807510,46.233900
6.810280,46.237200
6.813060,46.240000
6.816110,46.242800
6.819440,46.245300
6.822780,46.247500
6.825560,46.250300
6.828340,46.253300
6.831940,46.255600
6.835280,46.257800
6.838060,46.260800
6.840830,46.263600
6.843340,46.266900
6.844450,46.271400
6.843610,46.275000
6.842500,46.278300
6.842220,46.281900
6.840560,46.285000
6.839440,46.288600
