Longitude,Latitude
6.836670,46.291100
6.833330,46.293600
6.830000,46.295800
6.826670,46.297800
6.823330,46.300600
6.820830,46.303300
6.818050,46.305800
6.816390,46.308600
6.814450,46.311900
6.811950,46.314700
6.809450,46.317500
6.806100,46.319400
6.801940,46.321700
6.798340,46.323600
6.795830,46.326400
6.793330,46.329400
6.790010,46.331700
6.786660,46.334200
6.783890,46.336700
6.780560,46.339200
6.778060,46.341700
6.775280,46.344400
6.772780,46.347200
6.769450,46.349400
6.767500,46.352200
6.766670,46.355800
6.767220,46.360000
6.770550,46.362500
6.773890,46.364400
6.777780,46.366400
6.781670,46.368300
6.785550,46.369700
6.789440,46.371900
6.793330,46.373600
6.796670,46.376100
6.800000,46.378100
6.802500,46.381700
6.803620,46.386100
6.803620,46.390000
6.803330,46.393600
6.804440,46.398100
6.806390,46.402200
6.807780,46.406700
6.808900,46.411100
6.809450,46.415300
6.808330,46.418600
6.806670,46.421700
6.804720,46.424700
6.803050,46.427800
6.800270,46.430500
6.796110,46.432500
6.791390,46.434200
6.786110,46.434700
6.780290,46.436100
6.775560,46.437500
6.769730,46.438900
6.763330,46.439700
6.757500,46.441100
6.752500,46.442800
6.747780,46.444200
6.742780,46.445800
6.737770,46.447500
6.731940,46.448600
6.726390,46.450000
6.719720,46.450800
6.714170,46.452200
6.708340,46.453300
6.702780,46.454700
6.696120,46.455300
6.690560,46.456700
6.684440,46.457200
6.678050,46.458100
6.671950,46.458300
6.665550,46.459200
6.659720,46.460600
6.653330,46.461400
6.646660,46.462200
6.640280,46.463300
6.633620,46.464200
6.628890,46.463300
6.623900,46.462800
6.619440,46.461400
6.615000,46.460300
6.610560,46.458900
6.605550,46.458100
6.600840,46.457500
6.595830,46.456700
6.589720,46.456700
6.583890,46.457500
6.577780,46.457800
6.571940,46.458100
6.565840,46.458600
6.560010,46.458900
6.554440,46.458600
6.548330,46.458900
6.542500,46.459400
6.536950,46.459200
6.531400,46.458900
6.525550,46.459400
6.520000,46.459200
6.515280,46.458300
6.510280,46.457800
6.505270,46.456700
6.500830,46.455800
6.496390,46.454400
6.491950,46.453100
6.488060,46.451400
6.484170,46.449400
6.480280,46.447800
6.476390,46.446100
6.473060,46.443600
6.469170,46.441900
6.465280,46.440000
6.462500,46.437200
6.458610,46.435300
6.455280,46.433100
6.451940,46.430800
6.448340,46.428300
6.445000,46.426100
6.441110,46.424200
6.437780,46.421900
6.433890,46.420000
6.430000,46.418300
6.426110,46.416400
6.422220,46.414700
6.417230,46.413900
6.413060,46.412800
6.408060,46.411900
6.403050,46.411100
6.398060,46.410600
6.393060,46.409700
6.387780,46.409400
6.382220,46.409400
6.376940,46.409200
6.371940,46.408300
6.365840,46.408900
6.360560,46.408600
6.355000,46.408300
6.349450,46.408300
6.343620,46.408600
6.338610,46.407800
6.333060,46.407500
6.328330,46.406900
6.323890,46.405600
6.319450,46.404400
6.315560,46.402500
6.311120,46.401400
6.307230,46.399500
6.303330,46.397800
6.299440,46.395800
6.295550,46.394200
6.292770,46.391100
6.290000,46.388300
6.287500,46.385000
6.285280,46.381400
6.282510,46.378600
6.279160,46.376400
6.275840,46.373900
6.271950,46.372200
6.268060,46.370300
6.264160,46.368300
6.260270,46.366700
6.256380,46.365000
6.253060,46.362500
6.249730,46.360300
6.246390,46.357500
6.243340,46.355000
6.241110,46.351700
6.238900,46.348100
6.236390,46.344700
6.234730,46.340800
6.232500,46.337200
6.230000,46.333900
6.228340,46.330000
6.226670,46.326100
6.225560,46.322200
6.228060,46.319400
6.233890,46.318600
6.239440,46.316900
6.244450,46.315300
6.249440,46.313600
6.252780,46.311400
6.253890,46.308000
6.252220,46.305000
6.248890,46.302500
6.245000,46.300600
6.242220,46.297800
6.243340,46.294400
6.245000,46.291400
6.246940,46.288300
6.248050,46.285000
6.250550,46.282200
6.252510,46.279200
6.254440,46.276400
6.256110,46.273300
6.258880,46.270600
6.261390,46.267800
6.263890,46.265300
6.267510,46.262800
6.271950,46.262000
6.274720,46.264700
6.278050,46.266900
6.280830,46.270000
6.284720,46.271700
6.289720,46.272500
6.293050,46.270000
6.295550,46.267500
6.297510,46.264400
6.299990,46.261700
6.301950,46.258300
6.303610,46.255600
6.305560,46.252500
6.305000,46.248600
6.303060,46.245800
6.299720,46.243300
6.295830,46.241900
6.291390,46.240600
6.287500,46.238900
6.283600,46.236900
6.279730,46.235000
6.275840,46.233300
6.271950,46.231100
6.268600,46.229200
6.264730,46.227500
6.260840,46.225600
6.257220,46.223900
6.253330,46.221900
6.249440,46.220300
6.245560,46.218300
6.241110,46.216900
6.237220,46.215300
6.233330,46.213300
6.228890,46.212200
6.224990,46.210300
6.221670,46.208100
6.218890,46.205300
6.216660,46.201700
6.212770,46.200000
6.208330,46.198600
6.203890,46.197500
6.199450,46.196100
6.195830,46.194200
6.192780,46.191400
6.190550,46.188100
6.190830,46.184200
6.191100,46.180600
6.191390,46.176700
6.189170,46.173300
6.185840,46.170800
6.181950,46.169200
6.177490,46.167800
6.173620,46.166100
6.169730,46.164200
6.166380,46.161900
6.163060,46.159400
6.159170,46.157800
6.155840,46.155300
6.152220,46.153600
6.147780,46.152200
6.142780,46.151700
6.138340,46.150300
6.133610,46.149400
6.128620,46.148900
6.123610,46.148100
6.118330,46.147800
6.112780,46.147800
6.106950,46.148100
6.101110,46.149200
6.097780,46.151700
6.094440,46.153900
6.091110,46.156100
6.084990,46.156400
6.080000,46.155800
6.074720,46.155600
6.069170,46.155300
6.064440,46.154700
6.060000,46.153300
6.055560,46.151900
6.052780,46.149200
6.048890,46.147200
6.045000,46.145600
6.039720,46.145300
6.033050,46.146100
6.028340,46.147800
6.022510,46.148900
6.016110,46.149700
6.010560,46.149700
6.005830,46.148900
6.001390,46.147500
6.000000,46.147300
5.996380,46.146900
5.991940,46.145600
5.987780,46.144200
5.983890,46.142500
5.979450,46.141100
5.974440,46.140600
5.969730,46.139700
5.965840,46.140300
5.969160,46.142500
5.971940,46.145600
5.975280,46.147800
5.978060,46.150600
5.980290,46.154200
5.983060,46.156900
5.985840,46.160000
5.988620,46.162800
5.991390,46.165600
5.994450,46.168600
5.997770,46.170800
6.000000,46.174200
5.999730,46.178100
5.996950,46.180800
5.994450,46.183300
5.991100,46.185800
5.987500,46.188100
5.984160,46.190300
5.980830,46.192800
5.976670,46.194400
5.973330,46.196900
5.970000,46.199200
5.967220,46.201900
5.966110,46.205300
5.966670,46.209400
5.968060,46.212500
5.971390,46.214700
5.974720,46.217200
5.978060,46.219400
5.981380,46.221900
5.985280,46.223600
5.989170,46.225600
5.993060,46.227200
5.997500,46.228600
6.000000,46.229700
6.001390,46.230300
6.005280,46.232200
6.009170,46.233900
6.013340,46.235300
6.017780,46.236700
6.021670,46.238300
6.026110,46.239700
6.030000,46.241400
6.035000,46.242200
6.039720,46.243100
6.044720,46.243300
6.049160,46.244700
6.053060,46.246900
6.056950,46.248600
6.060840,46.250600
6.066670,46.250000
6.072500,46.249700
6.077500,46.248300
6.082510,46.246700
6.086950,46.247800
6.090270,46.250300
6.093610,46.252500
6.097510,46.254400
6.103060,46.253100
6.107770,46.253100
6.111120,46.255300
6.114440,46.257800
6.117220,46.260600
6.119170,46.264400
6.118060,46.267800
6.116110,46.271100
6.114440,46.274200
6.112500,46.277000
6.110550,46.280000
6.108890,46.282800
6.106110,46.285600
6.105000,46.289200
6.104720,46.293000
6.106110,46.297500
6.108340,46.300600
6.111670,46.303300
6.115010,46.305600
6.117780,46.308300
6.120270,46.311900
6.121950,46.315800
6.123340,46.320300
6.122220,46.321400
6.121950,46.320800
6.125280,46.323300
6.128330,46.326100
6.130560,46.329400
6.132220,46.333600
6.134170,46.337200
6.136390,46.340800
6.138610,46.343900
6.141390,46.347200
6.143890,46.350600
6.146670,46.353300
6.148880,46.356900
6.151110,46.360300
6.154160,46.363100
6.156390,46.366700
6.158620,46.369700
6.158330,46.373900
6.157230,46.377200
6.155550,46.380300
6.153610,46.383300
6.151660,46.386400
6.148330,46.388600
6.144170,46.390600
6.140000,46.392500
6.135840,46.394400
6.131670,46.396400
6.128330,46.398600
6.124730,46.401100
6.121390,46.403300
6.124440,46.401900
6.121390,46.402800
6.117780,46.405300
6.114440,46.407500
6.111120,46.409700
6.106950,46.411700
6.101950,46.413300
6.096940,46.415000
6.092770,46.416900
6.089450,46.419200
6.085280,46.421100
6.081120,46.423100
6.075270,46.424400
6.071110,46.426400
6.073330,46.428900
6.076660,46.431100
6.079440,46.434200
6.082780,46.436400
6.085560,46.439200
6.087790,46.442800
6.088060,46.445800
6.086950,46.449400
6.084440,46.451900
6.082510,46.455000
6.080550,46.458100
6.078050,46.460800
6.076950,46.464200
6.076660,46.467800
6.077230,46.471900
6.078890,46.475800
6.081670,46.478900
6.084990,46.481100
6.088060,46.483900
6.091390,46.486400
6.094730,46.488900
6.097510,46.491700
6.100280,46.494400
6.103610,46.496900
6.106390,46.499700
6.110000,46.502200
6.112780,46.505000
6.114440,46.508900
6.116400,46.512800
6.118060,46.516900
6.120270,46.520300
6.122220,46.524200
6.124440,46.527500
6.127210,46.530600
6.129440,46.533900
6.132490,46.536700
6.135270,46.539700
6.138610,46.541900
6.141940,46.544400
6.145280,46.546400
6.149720,46.547800
6.153610,46.549700
6.156940,46.552200
6.159720,46.555000
6.162220,46.558300
6.159440,46.561100
6.156120,46.563300
6.151950,46.565300
6.148610,46.568100
6.145280,46.570600
6.141940,46.572800
6.139160,46.575600
6.135840,46.578100
6.132490,46.580300
6.129720,46.583100
6.127210,46.585800
6.127780,46.590000
6.130010,46.593300
6.133330,46.595800
6.137220,46.597500
6.140550,46.600000
6.144440,46.601700
6.148330,46.603600
6.152220,46.605300
6.156120,46.607200
6.159440,46.609400
6.163060,46.611700
6.166950,46.613600
6.170840,46.615500
6.174170,46.617800
6.177490,46.619700
6.180830,46.622500
6.184160,46.624700
6.186940,46.627800
6.190550,46.630000
6.193900,46.632500
6.197220,46.634700
6.201110,46.636400
6.204440,46.638900
6.207780,46.641100
6.211110,46.643600
6.214450,46.645800
6.217780,46.648300
6.221390,46.650600
6.225280,46.652500
6.228610,46.654700
6.232500,46.656400
6.235830,46.658900
6.239720,46.660600
6.243060,46.663100
6.246390,46.665300
6.250280,46.667200
6.253600,46.669400
6.257220,46.671900
6.260000,46.674700
6.262780,46.677500
6.266120,46.680000
6.269170,46.682800
6.272500,46.685300
6.275840,46.687500
6.279160,46.689700
6.283050,46.691700
6.286950,46.693000
6.290840,46.695300
6.294730,46.696900
6.299170,46.698300
6.303610,46.699700
6.308050,46.700800
6.312500,46.702200
6.316950,46.703300
6.321390,46.704700
6.324440,46.705300
6.323890,46.705300
6.328050,46.706700
6.332490,46.708300
6.337500,46.709200
6.342500,46.710000
6.346670,46.711400
6.350560,46.713100
6.355000,46.714400
6.358890,46.716400
6.362490,46.718300
6.366670,46.720300
6.369160,46.723600
6.369730,46.727500
6.372500,46.730600
6.377220,46.731100
6.381670,46.732500
6.386110,46.733900
6.389440,46.736400
6.391100,46.740600
6.391390,46.744400
6.394720,46.746900
6.398890,46.748300
6.403890,46.749200
6.408900,46.750000
6.413890,46.750800
6.418620,46.751700
6.423060,46.753100
6.427500,46.754200
6.431390,46.756100
6.435000,46.758100
6.437220,46.761400
6.439440,46.765000
6.442220,46.767800
6.446110,46.769700
6.449440,46.771900
6.452780,46.774400
6.454990,46.778100
6.457500,46.780800
6.458610,46.785300
6.456670,46.788300
6.453330,46.790600
6.449730,46.793100
6.445560,46.794700
6.441950,46.796900
6.437780,46.798900
6.435000,46.801700
6.433890,46.805000
6.434160,46.809200
6.436390,46.812500
6.439170,46.815800
6.441380,46.819400
6.442500,46.823600
6.441950,46.827500
6.443060,46.832200
6.445270,46.835600
6.446940,46.839400
6.449730,46.842500
6.452510,46.845300
6.455830,46.847800
6.458610,46.850600
6.461390,46.853600
6.462500,46.858100
6.464160,46.862200
6.464440,46.865800
6.465550,46.870800
6.465830,46.874700
6.465550,46.878600
6.465000,46.881900
6.463890,46.885800
6.462500,46.889200
6.461390,46.892500
6.460270,46.895800
6.458340,46.898900
6.456110,46.901900
6.454170,46.905000
6.452220,46.907800
6.449440,46.910600
6.447500,46.913600
6.444720,46.916100
6.442220,46.918900
6.439440,46.921400
6.436670,46.924200
6.434730,46.926900
6.435550,46.930600
6.438900,46.933100
6.442770,46.935000
6.446110,46.937200
6.449160,46.939700
6.451940,46.942500
6.455280,46.945000
6.458610,46.947500
6.461390,46.950300
6.464730,46.952800
6.468060,46.955300
6.471380,46.957500
6.475270,46.959400
6.478340,46.961900
6.482220,46.963600
6.485560,46.966100
6.488880,46.968600
6.493340,46.969700
6.498330,46.970300
6.502490,46.968900
6.508610,46.968600
6.513600,46.969500
6.518610,46.970300
6.523340,46.971100
6.528330,46.971700
6.532780,46.973100
6.537770,46.973900
6.542230,46.975300
6.547220,46.976100
6.552220,46.976900
6.556940,46.977800
6.561390,46.979200
6.566380,46.980000
6.570840,46.981100
6.575280,46.982500
6.579170,46.984500
6.583610,46.985800
6.587230,46.987800
6.591670,46.988900
6.596110,46.990300
6.601110,46.991100
6.606100,46.991900
6.611110,46.992800
6.615840,46.993300
6.620830,46.994400
6.625280,46.995800
6.629720,46.997200
6.633050,46.999500
6.633800,47.000000
6.636390,47.001900
6.639720,47.004200
6.642500,47.006900
6.645840,47.009700
6.648620,47.012500
6.651390,47.015500
6.654170,47.018300
6.656950,47.021400
6.660270,47.023300
6.663610,47.026100
6.666940,47.028300
6.669990,47.030800
6.674450,47.032200
6.678340,47.034200
6.683330,47.034700
6.688330,47.035600
6.693340,47.036400
6.698330,47.036900
6.702780,47.038600
6.706110,47.041100
6.709160,47.043300
6.711940,47.046400
6.713330,47.050600
6.712780,47.054400
6.710000,47.057200
6.707230,47.059700
6.703060,47.061400
6.699440,47.063900
6.696670,47.066700
6.694440,47.068100
6.693340,47.069400
6.698330,47.070300
6.702220,47.071900
6.704450,47.075600
6.703330,47.078900
6.702780,47.082500
6.705000,47.085800
6.708340,47.088300
6.712210,47.090000
6.716110,47.092200
6.721110,47.093000
6.725550,47.094400
6.731110,47.094700
6.736660,47.095000
6.741660,47.095300
6.745280,47.097500
6.747490,47.100800
6.748060,47.105000
6.746940,47.108600
6.744720,47.111400
6.745280,47.115600
6.748610,47.118100
6.753060,47.119400
6.758050,47.120300
6.762780,47.120800
6.767220,47.122200
6.771660,47.123600
6.776100,47.125000
6.780560,47.126400
6.785000,47.127800
6.788890,47.129400
6.793330,47.130600
6.797220,47.132800
6.801110,47.134400
6.805000,47.136400
6.808900,47.138300
6.812770,47.140000
6.816110,47.142500
6.819440,47.145000
6.822780,47.147200
6.825560,47.150300
6.828890,47.152500
6.832230,47.155000
6.836120,47.156900
6.840560,47.158100
6.845000,47.159400
6.848890,47.161400
6.849730,47.165000
6.844720,47.166400
6.838900,47.167800
6.837510,47.171100
6.839720,47.173600
6.843060,47.175800
6.847500,47.177800
6.851390,47.179700
6.855280,47.181400
6.859170,47.183300
6.862500,47.185800
6.865830,47.188100
6.868600,47.191100
6.870830,47.194400
6.874170,47.196900
6.877500,47.199200
6.881390,47.201100
6.885560,47.203300
6.888610,47.205000
6.891390,47.207800
6.894730,47.210300
6.898050,47.212500
6.901400,47.215000
6.905270,47.216700
6.909160,47.218600
6.913600,47.220000
6.918060,47.221400
6.922500,47.222800
6.925830,47.225000
6.928620,47.228100
6.933610,47.228600
6.938050,47.230000
6.941390,47.232500
6.943620,47.235800
6.945280,47.239700
6.948610,47.242200
6.952500,47.244200
6.955280,47.246900
6.953890,47.249400
6.951110,47.252200
6.950840,47.255600
6.951950,47.260300
6.952220,47.264400
6.953610,47.268900
6.952220,47.272500
6.951110,47.275800
6.949170,47.278900
6.947220,47.281900
6.946110,47.285300
6.945560,47.288900
6.948330,47.292000
6.953340,47.292800
6.959440,47.292500
6.965560,47.292200
6.971660,47.292000
6.975010,47.294200
6.978330,47.296400
6.982220,47.298600
6.985840,47.299200
6.990830,47.300300
6.995830,47.301100
7.000000,47.301800
7.000840,47.301900
7.005830,47.302800
7.010280,47.303900
7.010830,47.305300
7.012770,47.307800
7.015000,47.311400
7.014720,47.315000
7.012770,47.318100
7.011380,47.321400
7.014720,47.323600
7.018890,47.325800
7.023610,47.326400
7.027220,47.326400
7.033330,47.326400
7.038330,47.326900
7.042770,47.328300
7.046660,47.330300
7.050000,47.332500
7.053330,47.335000
7.055560,47.338300
7.058340,47.341400
7.059170,47.342200
7.061660,47.345300
7.059450,47.347800
7.055830,47.350000
7.050830,47.351700
7.049730,47.355000
7.050830,47.359400
7.050280,47.363100
7.044450,47.364400
7.039440,47.363600
7.032780,47.364400
7.030270,47.366900
7.028340,47.369700
7.023060,47.371700
7.016940,47.371700
7.011950,47.371100
7.008610,47.368300
7.004720,47.366700
7.000840,47.365000
7.000000,47.364900
6.995830,47.364200
6.990830,47.363100
6.985840,47.362500
6.980830,47.361700
6.975280,47.361400
6.969730,47.361100
6.964170,47.360800
6.958620,47.360300
6.952500,47.360800
6.946400,47.361100
6.941390,47.360300
6.936390,47.359400
6.931400,47.358900
6.925550,47.358900
6.918880,47.359700
6.912210,47.360300
6.906660,47.360300
6.901110,47.360000
6.896120,47.358900
6.891110,47.358300
6.886110,47.357500
6.881120,47.356900
6.880000,47.360300
6.881120,47.364400
6.882780,47.368300
6.884440,47.372500
6.886670,47.376100
6.889450,47.379200
6.893340,47.380600
6.898330,47.381700
6.902780,47.383100
6.906660,47.385000
6.909440,47.387800
6.911390,47.391700
6.913050,47.395800
6.915280,47.399200
6.918060,47.402200
6.921950,47.403900
6.928050,47.403600
6.933610,47.403900
6.938050,47.405300
6.941390,47.407800
6.942500,47.412200
6.942230,47.415800
6.941120,47.419200
6.939730,47.422800
6.940280,47.426900
6.940550,47.430800
6.943890,47.433300
6.940550,47.431400
6.943620,47.434400
6.948610,47.435000
6.954730,47.434700
6.960560,47.433600
6.964720,47.434200
6.969160,47.435800
6.972500,47.438300
6.975560,47.441100
6.978330,47.444200
6.982220,47.445800
6.987780,47.446100
6.993900,47.445800
6.998340,47.447200
7.000000,47.447700
7.002780,47.448600
7.005550,47.451400
7.007780,47.455000
7.008060,47.459200
7.006940,47.462500
7.005830,47.465800
7.003050,47.468600
7.000270,47.471100
7.000000,47.471300
6.996950,47.473300
6.994170,47.476100
6.992780,47.479400
6.992490,47.483300
6.992220,47.486900
6.990830,47.490300
6.989720,47.493300
6.990550,47.497200
6.995280,47.498600
7.000000,47.498600
7.005550,47.498900
7.009990,47.500300
7.013890,47.501900
7.017780,47.503900
7.021120,47.506100
7.024990,47.508000
7.029720,47.507000
7.033050,47.504700
7.037510,47.502800
7.041670,47.501100
7.046940,47.499400
7.052780,47.498300
7.059450,47.497500
7.064440,47.496100
7.068890,47.494200
7.074720,47.492800
7.078610,47.492500
7.084170,47.492800
7.089170,47.493300
7.093610,47.494700
7.098050,47.496100
7.102490,47.497500
7.107500,47.498300
7.111940,47.499400
7.116670,47.500800
7.120560,47.502800
7.125550,47.503600
7.131670,47.503300
7.136950,47.502500
7.141940,47.501100
7.146400,47.499200
7.150560,47.497200
7.155000,47.495300
7.160010,47.493900
7.165840,47.492800
7.171390,47.492800
7.176390,47.493300
7.180830,47.494700
7.185840,47.495800
7.191390,47.496100
7.198060,47.495300
7.198610,47.492500
7.196380,47.488900
7.193610,47.486100
7.190280,47.483600
7.187500,47.480800
7.184730,47.477800
7.182220,47.474400
7.181110,47.470000
7.181670,47.466100
7.181110,47.462000
7.180830,47.458100
7.179450,47.453300
7.177780,47.449400
7.178330,47.445800
7.182500,47.443900
7.187500,47.442200
7.194170,47.441400
7.200000,47.440300
7.205830,47.439200
7.211950,47.438100
7.216940,47.438600
7.221940,47.439400
7.228060,47.439200
7.233050,47.437800
7.236670,47.435600
7.238610,47.432500
7.239720,47.428900
7.239990,47.425300
7.241110,47.421900
7.246940,47.420800
7.251390,47.421900
7.255280,47.423900
7.259450,47.425800
7.263890,47.426900
7.267780,47.428900
7.271670,47.430800
7.275560,47.432500
7.280550,47.433300
7.286670,47.433100
7.292770,47.432800
7.297220,47.434200
7.300560,47.436400
7.304450,47.438300
7.308340,47.440300
7.315010,47.439400
7.320840,47.438100
7.326940,47.437800
7.331940,47.438600
7.336950,47.439400
7.343620,47.438600
7.348060,47.436700
7.352220,47.434700
7.358050,47.433600
7.364170,47.433300
7.369730,47.433600
7.375830,47.433300
7.382500,47.432500
7.388330,47.434200
7.391390,47.437500
7.395560,47.439700
7.395830,47.440300
7.401390,47.441100
7.406670,47.441900
7.411380,47.443100
7.415550,47.445300
7.418050,47.448100
7.420830,47.450600
7.423610,47.453300
7.426380,47.456100
7.429720,47.458300
7.433050,47.460600
7.437780,47.462000
7.443340,47.462800
7.447230,47.464700
7.450000,47.467500
7.452780,47.470000
7.454170,47.473900
7.452220,47.477000
7.449440,47.479700
7.444720,47.481100
7.439990,47.482500
7.435280,47.483900
7.431390,47.485800
7.429160,47.488900
7.429450,47.493300
7.431940,47.496100
7.436120,47.498100
7.440280,47.499700
7.446110,47.499400
7.450830,47.498100
7.454990,47.496100
7.458340,47.493900
7.461660,47.491700
7.465830,47.489700
7.469720,47.487800
7.475270,47.486900
7.480550,47.487800
7.484720,47.489700
7.488610,47.491400
7.492770,47.493300
7.496940,47.494700
7.499440,47.497800
7.502220,47.500600
7.503610,47.504200
7.502220,47.507800
7.499720,47.510600
7.496940,47.513300
7.494440,47.516100
7.492230,47.519200
7.492230,47.522800
7.497220,47.524200
7.503060,47.523900
7.508610,47.522800
7.513890,47.522000
7.518610,47.523300
7.521390,47.525800
7.523610,47.529200
7.524160,47.533300
7.524160,47.536900
7.522220,47.540000
7.518060,47.541900
7.512210,47.542500
7.506660,47.541700
7.500560,47.541900
7.497220,47.544400
7.498600,47.547800
7.501400,47.550600
7.505560,47.552500
7.509440,47.554400
7.513050,47.556700
7.517780,47.558100
7.521660,47.559700
7.526390,47.561100
7.531940,47.561900
7.536660,47.563300
7.541940,47.564200
7.546670,47.565600
7.550270,47.567800
7.550840,47.571900
7.550840,47.576400
7.553610,47.579200
7.557230,47.581400
7.561940,47.582800
7.567220,47.583600
7.579450,47.584500
7.586940,47.585000
7.588330,47.585000
7.588890,47.585000
7.593610,47.585300
7.599160,47.586400
7.604440,47.587200
7.608610,47.588600
7.612500,47.590800
7.616110,47.593100
7.620000,47.594700
7.623610,47.597200
7.627500,47.598900
7.631660,47.600800
7.635830,47.602200
7.640560,47.603600
7.644450,47.601900
7.649160,47.600500
7.653890,47.601900
7.658060,47.603600
7.662780,47.605000
7.668330,47.606100
7.674450,47.606100
7.676950,47.603600
7.675000,47.600500
7.671670,47.598100
7.666670,47.596700
7.666670,47.593300
7.668600,47.590000
7.671380,47.587200
7.672790,47.583600
7.671950,47.579400
7.669990,47.576400
7.666670,47.574200
7.661660,47.572800
7.656380,47.571900
7.650280,47.571400
7.643610,47.571400
7.637510,47.571900
7.630550,47.571900
7.625830,47.570600
7.621120,47.569200
7.618330,47.566700
7.617230,47.565300
7.616940,47.561100
7.618330,47.561100
7.621120,47.561100
7.627220,47.560600
7.631940,47.559200
7.635830,47.557200
7.638610,47.554700
7.639990,47.552800
7.644720,47.551900
7.650830,47.551400
7.656110,47.550600
7.660270,47.548600
7.662780,47.545800
7.666940,47.543600
7.671670,47.542500
7.678340,47.542500
7.684440,47.543100
7.691110,47.543100
7.697220,47.543300
7.701400,47.545000
7.706110,47.546400
7.711390,47.547500
7.717490,47.547800
7.723610,47.548300
7.729720,47.548600
7.735840,47.549200
7.741390,47.550000
7.747220,47.550300
7.753340,47.550600
7.758890,47.551700
7.764170,47.552500
7.769730,47.553300
7.774440,47.554700
7.779170,47.555800
7.783890,47.557200
7.788050,47.559200
7.791390,47.561400
7.794170,47.564200
7.796110,47.567500
7.798890,47.570000
7.801660,47.572800
7.803890,47.576100
7.806670,47.578900
7.809170,47.581400
7.811950,47.584200
7.814720,47.586900
7.819440,47.588300
7.824990,47.587200
7.831110,47.586700
7.836390,47.585800
7.842500,47.586400
7.848620,47.586700
7.853330,47.588100
7.858610,47.588600
7.864730,47.589400
7.870280,47.590000
7.876950,47.590000
7.883050,47.589700
7.887790,47.588300
7.892500,47.586900
7.896670,47.585000
7.900010,47.582800
7.902490,47.580000
7.905270,47.577200
7.907230,47.573600
7.907770,47.569500
7.906950,47.565800
7.905560,47.562200
7.906390,47.558100
7.909730,47.555800
7.913600,47.553900
7.918880,47.552800
7.925000,47.552500
7.931940,47.552200
7.938050,47.552800
7.943330,47.553600
7.948060,47.555000
7.952770,47.556400
7.958330,47.557200
7.964450,47.557200
7.970550,47.558100
7.976670,47.558300
7.983340,47.558300
7.989440,47.557800
7.995560,47.557200
8.000000,47.557000
8.001660,47.556900
8.007510,47.556400
8.013610,47.555800
8.020550,47.555800
8.027220,47.555800
8.033330,47.555800
8.038610,47.556900
8.044160,47.557800
8.048340,47.559700
8.053060,47.560800
8.057770,47.562200
8.063050,47.562800
8.069170,47.562800
8.074720,47.561400
8.080000,47.560800
8.086670,47.560600
8.092230,47.561400
8.096390,47.563300
8.099720,47.565600
8.102490,47.568100
8.103880,47.571900
8.105840,47.575000
8.108050,47.578300
8.110830,47.581100
8.115010,47.582800
8.118880,47.584500
8.124440,47.585500
8.129720,47.586400
8.133880,47.588100
8.136660,47.590800
8.139440,47.593600
8.142780,47.595800
8.146940,47.597500
8.153060,47.598100
8.159170,47.598100
8.164720,47.599200
8.168060,47.601400
8.170840,47.604200
8.173620,47.606900
8.176940,47.608900
8.179170,47.612200
8.181950,47.615000
8.185280,47.617200
8.189440,47.619200
8.193330,47.620800
8.198890,47.621700
8.205550,47.621700
8.211110,47.620600
8.215000,47.618900
8.218330,47.616400
8.221670,47.614200
8.228610,47.614200
8.232500,47.615800
8.236120,47.618100
8.240830,47.619400
8.246110,47.618300
8.251670,47.617200
8.255560,47.615500
8.260270,47.614200
8.265000,47.612800
8.270280,47.612800
8.276390,47.613100
8.283330,47.613100
8.288060,47.611700
8.290560,47.608900
8.292500,47.605800
8.293890,47.601900
8.295830,47.598900
8.297780,47.595300
8.301110,47.593300
8.303610,47.590600
8.306950,47.588300
8.311120,47.586400
8.313600,47.583600
8.317780,47.581700
8.321110,47.579400
8.325000,47.577500
8.329720,47.576100
8.335270,47.575000
8.340550,47.574200
8.347220,47.574200
8.353340,47.574400
8.359440,47.575000
8.366110,47.574700
8.372230,47.574200
8.378330,47.574700
8.382500,47.576400
8.385840,47.578600
8.390830,47.580000
8.397500,47.580000
8.402780,47.578900
8.408330,47.578100
8.413060,47.576400
8.417780,47.575000
8.423060,47.574200
8.429160,47.573600
8.435830,47.573600
8.441380,47.574400
8.446660,47.575000
8.452220,47.576100
8.456950,47.577500
8.462230,47.578300
8.467220,47.579700
8.471950,47.580800
8.476660,47.582200
8.481940,47.583100
8.488060,47.583100
8.492230,47.584500
8.492770,47.583900
8.491110,47.586900
8.486950,47.588600
8.480830,47.588600
8.474720,47.588100
8.468060,47.588300
8.463890,47.590000
8.460560,47.592500
8.460000,47.596700
8.462230,47.599500
8.465000,47.602200
8.469170,47.604200
8.472500,47.606100
8.475270,47.608900
8.477500,47.612200
8.482220,47.614200
8.487790,47.615000
8.492500,47.616400
8.497220,47.617200
8.500560,47.619700
8.503330,47.622500
8.506110,47.625300
8.508340,47.628100
8.511120,47.631100
8.515280,47.632800
8.520000,47.634200
8.526120,47.633600
8.531400,47.632800
8.535560,47.630500
8.539440,47.628900
8.544170,47.627500
8.548880,47.626100
8.553610,47.624700
8.558330,47.623300
8.562220,47.621100
8.564170,47.618100
8.565560,47.614500
8.566110,47.610300
8.565840,47.605800
8.566380,47.601700
8.570550,47.599500
8.575830,47.599500
8.580000,47.601400
8.583340,47.603600
8.586940,47.606100
8.590280,47.608300
